Time period,Bus Contract Region,Card Type,Trip
7/1/21,Outer Sydney Metro Contract 11,CTP,163
7/1/21,Outer Sydney Metro Contract 11,Other,22
7/1/21,Outer Sydney Metro Contract 11,Free Opal,6
7/1/21,Outer Sydney Metro Contract 11,School Opal,125
7/1/21,Outer Sydney Metro Contract 11,Gold Opal,455
7/1/21,Outer Sydney Metro Contract 12,Adult,"4,116"
7/1/21,Outer Sydney Metro Contract 12,Child/Youth,887
7/1/21,Outer Sydney Metro Contract 12,Concession,561
7/1/21,Outer Sydney Metro Contract 12,CTP,"2,462"
7/1/21,Outer Sydney Metro Contract 12,Day Pass Ticket,2
7/1/21,Outer Sydney Metro Contract 12,Other,46
7/1/21,Outer Sydney Metro Contract 12,Free Opal,95
7/1/21,Outer Sydney Metro Contract 12,School Opal,214
7/1/21,Outer Sydney Metro Contract 12,Gold Opal,"7,159"
8/1/21,Sydney Metro Contract 1,Adult,"102,937"
8/1/21,Sydney Metro Contract 1,Adult,6
8/1/21,Sydney Metro Contract 1,Adult,4
8/1/21,Sydney Metro Contract 1,Adult,2
8/1/21,Sydney Metro Contract 1,Child/Youth,"6,725"
8/1/21,Sydney Metro Contract 1,Concession,"7,440"
8/1/21,Sydney Metro Contract 1,CTP,"39,328"
8/1/21,Sydney Metro Contract 1,Day Pass Ticket,1
8/1/21,Sydney Metro Contract 1,Day Pass Ticket,81
8/1/21,Sydney Metro Contract 1,Other,481
8/1/21,Sydney Metro Contract 1,Free Opal,393
8/1/21,Sydney Metro Contract 1,Other,"2,667"
8/1/21,Sydney Metro Contract 1,School Opal,"1,515"
8/1/21,Sydney Metro Contract 1,Gold Opal,"63,547"
8/1/21,Sydney Metro Contract 2,Adult,"31,870"
8/1/21,Sydney Metro Contract 2,Child/Youth,"2,254"
8/1/21,Sydney Metro Contract 2,Concession,"2,256"
8/1/21,Sydney Metro Contract 2,CTP,"11,671"
8/1/21,Sydney Metro Contract 2,Day Pass Ticket,5
8/1/21,Sydney Metro Contract 2,Other,144
8/1/21,Sydney Metro Contract 2,Free Opal,175
8/1/21,Sydney Metro Contract 2,School Opal,380
8/1/21,Sydney Metro Contract 2,Gold Opal,"26,263"
8/1/21,Sydney Metro Contract 3,Adult,"84,810"
8/1/21,Sydney Metro Contract 3,Adult,1
8/1/21,Sydney Metro Contract 3,Adult,1
8/1/21,Sydney Metro Contract 3,Child/Youth,"5,256"
8/1/21,Sydney Metro Contract 3,Concession,"6,641"
8/1/21,Sydney Metro Contract 3,CTP,"29,213"
8/1/21,Sydney Metro Contract 3,Day Pass Ticket,10
8/1/21,Sydney Metro Contract 3,Other,310
8/1/21,Sydney Metro Contract 3,Free Opal,378
8/1/21,Sydney Metro Contract 3,School Opal,"1,118"
8/1/21,Sydney Metro Contract 3,Gold Opal,"71,936"
8/1/21,Sydney Metro Contract 4,Adult,"127,104"
8/1/21,Sydney Metro Contract 4,Adult,4
8/1/21,Sydney Metro Contract 4,Adult,2
8/1/21,Sydney Metro Contract 4,Child/Youth,"4,390"
8/1/21,Sydney Metro Contract 4,Concession,"8,465"
8/1/21,Sydney Metro Contract 4,CTP,"42,769"
8/1/21,Sydney Metro Contract 4,Day Pass Ticket,11
8/1/21,Sydney Metro Contract 4,Other,641
8/1/21,Sydney Metro Contract 4,Free Opal,297
8/1/21,Sydney Metro Contract 4,Other,251
8/1/21,Sydney Metro Contract 4,School Opal,"1,123"
8/1/21,Sydney Metro Contract 4,Gold Opal,"42,483"
8/1/21,Sydney Metro Contract 5,Adult,"30,461"
8/1/21,Sydney Metro Contract 5,Adult,8
8/1/21,Sydney Metro Contract 5,Adult,4
8/1/21,Sydney Metro Contract 5,Child/Youth,"1,341"
8/1/21,Sydney Metro Contract 5,Concession,"1,927"
8/1/21,Sydney Metro Contract 5,CTP,"10,784"
8/1/21,Sydney Metro Contract 5,Day Pass Ticket,2
8/1/21,Sydney Metro Contract 5,Other,160
8/1/21,Sydney Metro Contract 5,Free Opal,123
8/1/21,Sydney Metro Contract 5,School Opal,295
8/1/21,Sydney Metro Contract 5,Gold Opal,"31,418"
8/1/21,SBSC Contract 6,Adult,"362,709"
8/1/21,SBSC Contract 6,Adult,4
8/1/21,SBSC Contract 6,Adult,2
8/1/21,SBSC Contract 6,Child/Youth,"8,785"
8/1/21,SBSC Contract 6,Concession,"25,987"
8/1/21,SBSC Contract 6,CTP,"168,199"
8/1/21,SBSC Contract 6,Day Pass Ticket,33
8/1/21,SBSC Contract 6,Other,"4,122"
8/1/21,SBSC Contract 6,Free Opal,"1,340"
8/1/21,SBSC Contract 6,Other,"1,086"
8/1/21,SBSC Contract 6,School Opal,"1,708"
8/1/21,SBSC Contract 6,Gold Opal,"176,539"
8/1/21,Sydney Metro Contract 7,Adult,"214,433"
8/1/21,Sydney Metro Contract 7,Adult,4
8/1/21,Sydney Metro Contract 7,Adult,5
8/1/21,Sydney Metro Contract 7,Child/Youth,"7,173"
8/1/21,Sydney Metro Contract 7,Concession,"12,726"
8/1/21,Sydney Metro Contract 7,CTP,"83,594"
8/1/21,Sydney Metro Contract 7,Day Pass Ticket,50
8/1/21,Sydney Metro Contract 7,Other,"2,204"
8/1/21,Sydney Metro Contract 7,Free Opal,433
8/1/21,Sydney Metro Contract 7,School Opal,"1,560"
8/1/21,Sydney Metro Contract 7,Gold Opal,"76,778"
8/1/21,Sydney Metro Contract 8,Adult,"249,676"
8/1/21,Sydney Metro Contract 8,Adult,6
8/1/21,Sydney Metro Contract 8,Adult,2
8/1/21,Sydney Metro Contract 8,Adult,1
8/1/21,Sydney Metro Contract 8,Child/Youth,"17,361"
8/1/21,Sydney Metro Contract 8,Concession,"11,979"
8/1/21,Sydney Metro Contract 8,CTP,"131,807"
8/1/21,Sydney Metro Contract 8,Day Pass Ticket,6
8/1/21,Sydney Metro Contract 8,Other,"3,505"
8/1/21,Sydney Metro Contract 8,Free Opal,"1,111"
8/1/21,Sydney Metro Contract 8,School Opal,"3,612"
8/1/21,Sydney Metro Contract 8,Gold Opal,"78,499"
8/1/21,Sydney Metro Contract 9,Adult,"420,859"
8/1/21,Sydney Metro Contract 9,Adult,10
8/1/21,Sydney Metro Contract 9,Adult,3
8/1/21,Sydney Metro Contract 9,Child/Youth,"11,938"
8/1/21,Sydney Metro Contract 9,Concession,"24,088"
8/1/21,Sydney Metro Contract 9,CTP,"282,634"
8/1/21,Sydney Metro Contract 9,Day Pass Ticket,18
8/1/21,Sydney Metro Contract 9,Other,"3,676"
8/1/21,Sydney Metro Contract 9,Free Opal,"1,587"
8/1/21,Sydney Metro Contract 9,School Opal,"1,436"
8/1/21,Sydney Metro Contract 9,Gold Opal,"198,704"
8/1/21,Sydney Metro Contract 10,Adult,"55,211"
8/1/21,Sydney Metro Contract 10,Child/Youth,"3,642"
8/1/21,Sydney Metro Contract 10,Concession,"3,639"
8/1/21,Sydney Metro Contract 10,CTP,"21,285"
8/1/21,Sydney Metro Contract 10,Day Pass Ticket,1
8/1/21,Sydney Metro Contract 10,Day Pass Ticket,8
8/1/21,Sydney Metro Contract 10,Other,263
8/1/21,Sydney Metro Contract 10,Free Opal,304
8/1/21,Sydney Metro Contract 10,School Opal,834
8/1/21,Sydney Metro Contract 10,Gold Opal,"38,653"
8/1/21,Sydney Metro Contract 12,Adult,"17,011"
8/1/21,Sydney Metro Contract 12,Adult,2
8/1/21,Sydney Metro Contract 12,Child/Youth,876
8/1/21,Sydney Metro Contract 12,Concession,"1,214"
8/1/21,Sydney Metro Contract 12,CTP,"4,972"
8/1/21,Sydney Metro Contract 12,Other,106
8/1/21,Sydney Metro Contract 12,Free Opal,54
8/1/21,Sydney Metro Contract 12,School Opal,436
8/1/21,Sydney Metro Contract 12,Gold Opal,"7,268"
8/1/21,Sydney Metro Contract 13,Adult,"72,183"
8/1/21,Sydney Metro Contract 13,Adult,3
8/1/21,Sydney Metro Contract 13,Adult,1
8/1/21,Sydney Metro Contract 13,Child/Youth,"3,340"
8/1/21,Sydney Metro Contract 13,Concession,"4,137"
8/1/21,Sydney Metro Contract 13,CTP,"23,851"
8/1/21,Sydney Metro Contract 13,Day Pass Ticket,2
8/1/21,Sydney Metro Contract 13,Other,307
8/1/21,Sydney Metro Contract 13,Free Opal,377
8/1/21,Sydney Metro Contract 13,School Opal,574
8/1/21,Sydney Metro Contract 13,Gold Opal,"50,830"
8/1/21,Sydney Metro Contract 14,Adult,"47,929"
8/1/21,Sydney Metro Contract 14,Adult,2
8/1/21,Sydney Metro Contract 14,Child/Youth,"3,350"
8/1/21,Sydney Metro Contract 14,Concession,"2,390"
8/1/21,Sydney Metro Contract 14,CTP,"17,160"
8/1/21,Sydney Metro Contract 14,Other,19
8/1/21,Sydney Metro Contract 14,Free Opal,115
8/1/21,Sydney Metro Contract 14,School Opal,631
8/1/21,Sydney Metro Contract 14,Gold Opal,"9,915"
8/1/21,Sydney Metro Contract 15,Adult,"22,203"
8/1/21,Sydney Metro Contract 15,Adult,1
8/1/21,Sydney Metro Contract 15,Child/Youth,"2,730"
8/1/21,Sydney Metro Contract 15,Concession,"2,015"
8/1/21,Sydney Metro Contract 15,CTP,"9,337"
8/1/21,Sydney Metro Contract 15,Day Pass Ticket,2
8/1/21,Sydney Metro Contract 15,Other,153
8/1/21,Sydney Metro Contract 15,Free Opal,286
8/1/21,Sydney Metro Contract 15,School Opal,325
8/1/21,Sydney Metro Contract 15,Gold Opal,"18,003"
8/1/21,Outer Sydney Metro Contract 1,Adult,"1,490"
8/1/21,Outer Sydney Metro Contract 1,Child/Youth,413
8/1/21,Outer Sydney Metro Contract 1,Concession,162
8/1/21,Outer Sydney Metro Contract 1,CTP,952
8/1/21,Outer Sydney Metro Contract 1,Day Pass Ticket,59
8/1/21,Outer Sydney Metro Contract 1,Other,2
8/1/21,Outer Sydney Metro Contract 1,Free Opal,38
8/1/21,Outer Sydney Metro Contract 1,School Opal,"3,158"
8/1/21,Outer Sydney Metro Contract 1,Gold Opal,"2,701"
8/1/21,Outer Sydney Metro Contract 2,Adult,"4,596"
8/1/21,Outer Sydney Metro Contract 2,Adult,2
8/1/21,Outer Sydney Metro Contract 2,Adult,1
8/1/21,Outer Sydney Metro Contract 2,Child/Youth,"1,941"
8/1/21,Outer Sydney Metro Contract 2,Opal Single Ticket,1
8/1/21,Outer Sydney Metro Contract 2,Concession,970
8/1/21,Outer Sydney Metro Contract 2,CTP,"4,106"
8/1/21,Outer Sydney Metro Contract 2,Day Pass Ticket,21
8/1/21,Outer Sydney Metro Contract 2,Other,126
8/1/21,Outer Sydney Metro Contract 2,Free Opal,201
8/1/21,Outer Sydney Metro Contract 2,School Opal,"5,306"
8/1/21,Outer Sydney Metro Contract 2,Gold Opal,"11,062"
8/1/21,Outer Sydney Metro Contract 3,Adult,"1,438"
8/1/21,Outer Sydney Metro Contract 3,Adult,1
8/1/21,Outer Sydney Metro Contract 3,Child/Youth,515
8/1/21,Outer Sydney Metro Contract 3,Concession,277
8/1/21,Outer Sydney Metro Contract 3,CTP,"1,737"
8/1/21,Outer Sydney Metro Contract 3,Day Pass Ticket,1
8/1/21,Outer Sydney Metro Contract 3,Other,7
8/1/21,Outer Sydney Metro Contract 3,Free Opal,36
8/1/21,Outer Sydney Metro Contract 3,School Opal,690
8/1/21,Outer Sydney Metro Contract 3,Gold Opal,"3,048"
8/1/21,Outer Sydney Metro Contract 4,Adult,"4,229"
8/1/21,Outer Sydney Metro Contract 4,Adult,1
8/1/21,Outer Sydney Metro Contract 4,Adult,1
8/1/21,Outer Sydney Metro Contract 4,Child/Youth,"1,396"
8/1/21,Outer Sydney Metro Contract 4,Concession,892
8/1/21,Outer Sydney Metro Contract 4,CTP,"4,161"
8/1/21,Outer Sydney Metro Contract 4,Other,73
8/1/21,Outer Sydney Metro Contract 4,Free Opal,51
8/1/21,Outer Sydney Metro Contract 4,School Opal,"1,490"
8/1/21,Outer Sydney Metro Contract 4,Gold Opal,"8,942"
8/1/21,NISC 1,Adult,"29,364"
8/1/21,NISC 1,Adult,5
8/1/21,NISC 1,Child/Youth,"4,480"
8/1/21,NISC 1,Concession,"5,209"
8/1/21,NISC 1,CTP,"21,501"
8/1/21,NISC 1,Day Pass Ticket,32
8/1/21,NISC 1,Other,441
8/1/21,NISC 1,Free Opal,263
8/1/21,NISC 1,Other,"2,459"
8/1/21,NISC 1,School Opal,"4,879"
8/1/21,NISC 1,Gold Opal,"48,531"
8/1/21,Outer Sydney Metro Contract 6,Adult,"27,294"
8/1/21,Outer Sydney Metro Contract 6,Adult,1
8/1/21,Outer Sydney Metro Contract 6,Child/Youth,"4,633"
8/1/21,Outer Sydney Metro Contract 6,Concession,"2,401"
8/1/21,Outer Sydney Metro Contract 6,CTP,"16,233"
8/1/21,Outer Sydney Metro Contract 6,Day Pass Ticket,5
8/1/21,Outer Sydney Metro Contract 6,Other,733
8/1/21,Outer Sydney Metro Contract 6,Free Opal,543
8/1/21,Outer Sydney Metro Contract 6,School Opal,"3,557"
8/1/21,Outer Sydney Metro Contract 6,Gold Opal,"41,603"
8/1/21,Outer Sydney Metro Contract 7,Adult,"13,046"
8/1/21,Outer Sydney Metro Contract 7,Adult,1
8/1/21,Outer Sydney Metro Contract 7,Child/Youth,"2,744"
8/1/21,Outer Sydney Metro Contract 7,Concession,"1,429"
8/1/21,Outer Sydney Metro Contract 7,CTP,"7,911"
8/1/21,Outer Sydney Metro Contract 7,Day Pass Ticket,15
8/1/21,Outer Sydney Metro Contract 7,Other,54
8/1/21,Outer Sydney Metro Contract 7,Free Opal,376
8/1/21,Outer Sydney Metro Contract 7,School Opal,"4,066"
8/1/21,Outer Sydney Metro Contract 7,Gold Opal,"19,514"
8/1/21,Outer Sydney Metro Contract 8,Adult,"3,064"
8/1/21,Outer Sydney Metro Contract 8,Adult,2
8/1/21,Outer Sydney Metro Contract 8,Adult,2
8/1/21,Outer Sydney Metro Contract 8,Child/Youth,210
8/1/21,Outer Sydney Metro Contract 8,Concession,202
8/1/21,Outer Sydney Metro Contract 8,CTP,"1,385"
8/1/21,Outer Sydney Metro Contract 8,Other,73
8/1/21,Outer Sydney Metro Contract 8,Free Opal,61
8/1/21,Outer Sydney Metro Contract 8,School Opal,"1,118"
8/1/21,Outer Sydney Metro Contract 8,Gold Opal,"5,968"
8/1/21,Outer Sydney Metro Contract 9,Adult,884
8/1/21,Outer Sydney Metro Contract 9,Child/Youth,116
8/1/21,Outer Sydney Metro Contract 9,Concession,39
8/1/21,Outer Sydney Metro Contract 9,CTP,608
8/1/21,Outer Sydney Metro Contract 9,Other,2
8/1/21,Outer Sydney Metro Contract 9,Free Opal,44
8/1/21,Outer Sydney Metro Contract 9,School Opal,876
8/1/21,Outer Sydney Metro Contract 9,Gold Opal,928
8/1/21,Outer Sydney Metro Contract 10,Adult,"16,537"
8/1/21,Outer Sydney Metro Contract 10,Adult,4
8/1/21,Outer Sydney Metro Contract 10,Child/Youth,"4,021"
8/1/21,Outer Sydney Metro Contract 10,Concession,"2,984"
8/1/21,Outer Sydney Metro Contract 10,CTP,"11,687"
8/1/21,Outer Sydney Metro Contract 10,Day Pass Ticket,41
8/1/21,Outer Sydney Metro Contract 10,Other,109
8/1/21,Outer Sydney Metro Contract 10,Free Opal,203
8/1/21,Outer Sydney Metro Contract 10,School Opal,"7,105"
8/1/21,Outer Sydney Metro Contract 10,Gold Opal,"39,796"
8/1/21,Outer Sydney Metro Contract 11,Adult,212
8/1/21,Outer Sydney Metro Contract 11,Adult,1
8/1/21,Outer Sydney Metro Contract 11,Child/Youth,50
8/1/21,Outer Sydney Metro Contract 11,Concession,17
8/1/21,Outer Sydney Metro Contract 11,CTP,136
8/1/21,Outer Sydney Metro Contract 11,Day Pass Ticket,1
8/1/21,Outer Sydney Metro Contract 11,Other,16
8/1/21,Outer Sydney Metro Contract 11,Free Opal,10
8/1/21,Outer Sydney Metro Contract 11,School Opal,119
8/1/21,Outer Sydney Metro Contract 11,Gold Opal,308
8/1/21,Outer Sydney Metro Contract 12,Adult,"3,661"
8/1/21,Outer Sydney Metro Contract 12,Child/Youth,765
8/1/21,Outer Sydney Metro Contract 12,Concession,482
8/1/21,Outer Sydney Metro Contract 12,CTP,"2,395"
8/1/21,Outer Sydney Metro Contract 12,Day Pass Ticket,4
8/1/21,Outer Sydney Metro Contract 12,Other,50
8/1/21,Outer Sydney Metro Contract 12,Free Opal,86
8/1/21,Outer Sydney Metro Contract 12,School Opal,317
8/1/21,Outer Sydney Metro Contract 12,Gold Opal,"7,057"
9/1/21,Sydney Metro Contract 1,Adult,"104,623"
9/1/21,Sydney Metro Contract 1,Adult,2
9/1/21,Sydney Metro Contract 1,Child/Youth,"9,170"
9/1/21,Sydney Metro Contract 1,Concession,"7,628"
9/1/21,Sydney Metro Contract 1,CTP,"42,543"
9/1/21,Sydney Metro Contract 1,Day Pass Ticket,63
9/1/21,Sydney Metro Contract 1,Other,513
9/1/21,Sydney Metro Contract 1,Free Opal,427
9/1/21,Sydney Metro Contract 1,Other,"3,360"
9/1/21,Sydney Metro Contract 1,School Opal,971
9/1/21,Sydney Metro Contract 1,Gold Opal,"70,359"
9/1/21,Sydney Metro Contract 2,Adult,"31,001"
9/1/21,Sydney Metro Contract 2,Child/Youth,"3,080"
9/1/21,Sydney Metro Contract 2,Concession,"2,420"
9/1/21,Sydney Metro Contract 2,CTP,"12,618"
9/1/21,Sydney Metro Contract 2,Other,124
9/1/21,Sydney Metro Contract 2,Free Opal,204
9/1/21,Sydney Metro Contract 2,School Opal,233
9/1/21,Sydney Metro Contract 2,Gold Opal,"29,255"
9/1/21,Sydney Metro Contract 3,Adult,"88,851"
9/1/21,Sydney Metro Contract 3,Adult,1
9/1/21,Sydney Metro Contract 3,Child/Youth,"6,789"
9/1/21,Sydney Metro Contract 3,Concession,"7,360"
9/1/21,Sydney Metro Contract 3,CTP,"33,232"
9/1/21,Sydney Metro Contract 3,Day Pass Ticket,24
9/1/21,Sydney Metro Contract 3,Other,350
9/1/21,Sydney Metro Contract 3,Free Opal,312
9/1/21,Sydney Metro Contract 3,School Opal,611
9/1/21,Sydney Metro Contract 3,Gold Opal,"82,123"
9/1/21,Sydney Metro Contract 4,Adult,"128,243"
9/1/21,Sydney Metro Contract 4,Adult,7
9/1/21,Sydney Metro Contract 4,Adult,1
9/1/21,Sydney Metro Contract 4,Child/Youth,"6,410"
9/1/21,Sydney Metro Contract 4,Concession,"8,904"
9/1/21,Sydney Metro Contract 4,CTP,"45,126"
9/1/21,Sydney Metro Contract 4,Day Pass Ticket,20
9/1/21,Sydney Metro Contract 4,Other,758
9/1/21,Sydney Metro Contract 4,Free Opal,361
9/1/21,Sydney Metro Contract 4,Other,339
9/1/21,Sydney Metro Contract 4,School Opal,682
9/1/21,Sydney Metro Contract 4,Gold Opal,"45,907"
9/1/21,Sydney Metro Contract 5,Adult,"31,692"
9/1/21,Sydney Metro Contract 5,Adult,2
9/1/21,Sydney Metro Contract 5,Child/Youth,"1,841"
9/1/21,Sydney Metro Contract 5,Concession,"2,026"
9/1/21,Sydney Metro Contract 5,CTP,"11,179"
9/1/21,Sydney Metro Contract 5,Day Pass Ticket,6
9/1/21,Sydney Metro Contract 5,Day Pass Ticket,1
9/1/21,Sydney Metro Contract 5,Other,237
9/1/21,Sydney Metro Contract 5,Free Opal,157
9/1/21,Sydney Metro Contract 5,School Opal,173
9/1/21,Sydney Metro Contract 5,Gold Opal,"36,269"
9/1/21,SBSC Contract 6,Adult,"400,990"
9/1/21,SBSC Contract 6,Adult,10
9/1/21,SBSC Contract 6,Adult,2
9/1/21,SBSC Contract 6,Child/Youth,"15,132"
9/1/21,SBSC Contract 6,Concession,"29,413"
9/1/21,SBSC Contract 6,CTP,"201,643"
9/1/21,SBSC Contract 6,Day Pass Ticket,19
9/1/21,SBSC Contract 6,Other,"5,701"
9/1/21,SBSC Contract 6,Free Opal,"1,699"
9/1/21,SBSC Contract 6,Other,"1,196"
9/1/21,SBSC Contract 6,School Opal,"1,198"
9/1/21,SBSC Contract 6,Gold Opal,"216,610"
9/1/21,Sydney Metro Contract 7,Adult,"225,661"
9/1/21,Sydney Metro Contract 7,Adult,5
9/1/21,Sydney Metro Contract 7,Adult,5
9/1/21,Sydney Metro Contract 7,Adult,6
9/1/21,Sydney Metro Contract 7,Child/Youth,"11,121"
9/1/21,Sydney Metro Contract 7,Concession,"12,895"
9/1/21,Sydney Metro Contract 7,CTP,"94,913"
9/1/21,Sydney Metro Contract 7,Day Pass Ticket,56
9/1/21,Sydney Metro Contract 7,Other,"2,437"
9/1/21,Sydney Metro Contract 7,Free Opal,565
9/1/21,Sydney Metro Contract 7,School Opal,902
9/1/21,Sydney Metro Contract 7,Gold Opal,"87,730"
9/1/21,Sydney Metro Contract 8,Adult,"262,641"
9/1/21,Sydney Metro Contract 8,Adult,3
9/1/21,Sydney Metro Contract 8,Adult,1
9/1/21,Sydney Metro Contract 8,Child/Youth,"34,634"
9/1/21,Sydney Metro Contract 8,Concession,"11,907"
9/1/21,Sydney Metro Contract 8,CTP,"154,622"
9/1/21,Sydney Metro Contract 8,Day Pass Ticket,7
9/1/21,Sydney Metro Contract 8,Other,"3,963"
9/1/21,Sydney Metro Contract 8,Free Opal,"1,113"
9/1/21,Sydney Metro Contract 8,School Opal,"2,770"
9/1/21,Sydney Metro Contract 8,Gold Opal,"90,684"
9/1/21,Sydney Metro Contract 9,Adult,"439,055"
9/1/21,Sydney Metro Contract 9,Adult,2
9/1/21,Sydney Metro Contract 9,Adult,1
9/1/21,Sydney Metro Contract 9,Child/Youth,"18,234"
9/1/21,Sydney Metro Contract 9,Concession,"25,214"
9/1/21,Sydney Metro Contract 9,CTP,"318,949"
9/1/21,Sydney Metro Contract 9,Day Pass Ticket,25
9/1/21,Sydney Metro Contract 9,Other,"4,703"
9/1/21,Sydney Metro Contract 9,Free Opal,"1,857"
9/1/21,Sydney Metro Contract 9,School Opal,996
9/1/21,Sydney Metro Contract 9,Gold Opal,"217,456"
9/1/21,Sydney Metro Contract 10,Adult,"53,551"
9/1/21,Sydney Metro Contract 10,Child/Youth,"5,438"
9/1/21,Sydney Metro Contract 10,Concession,"3,230"
9/1/21,Sydney Metro Contract 10,CTP,"22,273"
9/1/21,Sydney Metro Contract 10,Day Pass Ticket,11
9/1/21,Sydney Metro Contract 10,Other,262
9/1/21,Sydney Metro Contract 10,Free Opal,318
9/1/21,Sydney Metro Contract 10,School Opal,532
9/1/21,Sydney Metro Contract 10,Gold Opal,"43,261"
9/1/21,Sydney Metro Contract 12,Adult,"13,664"
9/1/21,Sydney Metro Contract 12,Adult,3
9/1/21,Sydney Metro Contract 12,Child/Youth,"1,945"
9/1/21,Sydney Metro Contract 12,Concession,989
9/1/21,Sydney Metro Contract 12,CTP,"4,413"
9/1/21,Sydney Metro Contract 12,Day Pass Ticket,1
9/1/21,Sydney Metro Contract 12,Other,89
9/1/21,Sydney Metro Contract 12,Free Opal,68
9/1/21,Sydney Metro Contract 12,School Opal,368
9/1/21,Sydney Metro Contract 12,Gold Opal,"7,041"
9/1/21,Sydney Metro Contract 13,Adult,"73,227"
9/1/21,Sydney Metro Contract 13,Child/Youth,"4,539"
9/1/21,Sydney Metro Contract 13,Concession,"4,361"
9/1/21,Sydney Metro Contract 13,CTP,"25,048"
9/1/21,Sydney Metro Contract 13,Day Pass Ticket,15
9/1/21,Sydney Metro Contract 13,Other,273
9/1/21,Sydney Metro Contract 13,Free Opal,423
9/1/21,Sydney Metro Contract 13,School Opal,417
9/1/21,Sydney Metro Contract 13,Gold Opal,"56,799"
9/1/21,Sydney Metro Contract 14,Adult,"47,279"
9/1/21,Sydney Metro Contract 14,Child/Youth,"6,589"
9/1/21,Sydney Metro Contract 14,Concession,"2,143"
9/1/21,Sydney Metro Contract 14,CTP,"19,030"
9/1/21,Sydney Metro Contract 14,Other,31
9/1/21,Sydney Metro Contract 14,Free Opal,176
9/1/21,Sydney Metro Contract 14,School Opal,397
9/1/21,Sydney Metro Contract 14,Gold Opal,"11,380"
9/1/21,Sydney Metro Contract 15,Adult,"22,397"
9/1/21,Sydney Metro Contract 15,Child/Youth,"3,416"
9/1/21,Sydney Metro Contract 15,Concession,"2,206"
9/1/21,Sydney Metro Contract 15,CTP,"9,928"
9/1/21,Sydney Metro Contract 15,Day Pass Ticket,1
9/1/21,Sydney Metro Contract 15,Other,221
9/1/21,Sydney Metro Contract 15,Free Opal,309
9/1/21,Sydney Metro Contract 15,School Opal,251
9/1/21,Sydney Metro Contract 15,Gold Opal,"19,062"
9/1/21,Outer Sydney Metro Contract 1,Adult,"1,220"
9/1/21,Outer Sydney Metro Contract 1,Adult,1
9/1/21,Outer Sydney Metro Contract 1,Child/Youth,276
9/1/21,Outer Sydney Metro Contract 1,Concession,129
9/1/21,Outer Sydney Metro Contract 1,CTP,978
9/1/21,Outer Sydney Metro Contract 1,Day Pass Ticket,70
9/1/21,Outer Sydney Metro Contract 1,Other,1
9/1/21,Outer Sydney Metro Contract 1,Free Opal,42
9/1/21,Outer Sydney Metro Contract 1,School Opal,427
9/1/21,Outer Sydney Metro Contract 1,Gold Opal,"2,776"
9/1/21,Outer Sydney Metro Contract 2,Adult,"3,843"
9/1/21,Outer Sydney Metro Contract 2,Child/Youth,"1,665"
9/1/21,Outer Sydney Metro Contract 2,Concession,848
9/1/21,Outer Sydney Metro Contract 2,CTP,"4,237"
9/1/21,Outer Sydney Metro Contract 2,Day Pass Ticket,4
9/1/21,Outer Sydney Metro Contract 2,Other,115
9/1/21,Outer Sydney Metro Contract 2,Free Opal,172
9/1/21,Outer Sydney Metro Contract 2,School Opal,563
9/1/21,Outer Sydney Metro Contract 2,Gold Opal,"10,981"
9/1/21,Outer Sydney Metro Contract 3,Adult,"1,176"
9/1/21,Outer Sydney Metro Contract 3,Child/Youth,405
