Year_Month,Card Type,Travel_Mode,Trip
Feb-21,Adult,Ferry,"218,010"
Feb-21,Adult Single Bus Trip 1,Bus,152
Feb-21,Adult Single Bus Trip 2,Bus,33
Feb-21,Adult Single Bus Trip 3,Bus,11
Feb-21,Child/Youth,Train,"556,563"
Feb-21,Child/Youth,Metro,"77,584"
Feb-21,Child/Youth,Bus,"737,454"
Feb-21,Child/Youth,Light Rail,"67,431"
Feb-21,Child/Youth,Ferry,"25,386"
Feb-21,Child/Youth Single Bus Trip 1,Bus,3
Feb-21,Child/Youth Single Bus Trip 3,Bus,2
Feb-21,Concession,Train,"980,597"
Feb-21,Concession,Metro,"104,930"
Feb-21,Concession,Bus,"707,314"
Feb-21,Concession,Light Rail,"159,731"
Feb-21,Concession,Ferry,"15,515"
Feb-21,CTP,Train,"3,440,694"
Feb-21,CTP,Metro,"236,161"
Feb-21,CTP,Bus,"2,714,548"
Feb-21,CTP,Light Rail,"385,649"
Feb-21,CTP,Ferry,"148,965"
Feb-21,Day Pass Child/Youth w/o SAF,Train,3
Feb-21,Day Pass Child/Youth w/o SAF,Bus,15
Feb-21,Day Pass without SAF,Train,605
Feb-21,Day Pass without SAF,Metro,10
Feb-21,Day Pass without SAF,Bus,667
Feb-21,Day Pass without SAF,Light Rail,21
Feb-21,Day Pass without SAF,Ferry,6
Feb-21,Employee,Train,"221,297"
Feb-21,Employee,Metro,"7,230"
Feb-21,Employee,Bus,"55,329"
Feb-21,Employee,Light Rail,"5,960"
Feb-21,Employee,Ferry,"3,479"
Feb-21,Free Travel,Train,"20,426"
Feb-21,Free Travel,Metro,"1,117"
Feb-21,Free Travel,Bus,"26,110"
Feb-21,Free Travel,Light Rail,"1,983"
Feb-21,Free Travel,Ferry,"1,444"
Feb-21,On Demand,Bus,"18,068"
Feb-21,School Student,Train,"1,037,993"
Feb-21,School Student,Metro,"103,196"
Feb-21,School Student,Bus,"1,989,485"
Feb-21,School Student,Light Rail,"52,130"
Feb-21,School Student,Ferry,"9,873"
Feb-21,Senior/Pensioner,Train,"1,758,361"
Feb-21,Senior/Pensioner,Metro,"85,141"
Feb-21,Senior/Pensioner,Bus,"2,808,255"
Feb-21,Senior/Pensioner,Light Rail,"228,925"
Feb-21,Senior/Pensioner,Ferry,"118,035"
Feb-21,Sgl Trip Ferry Adult,Ferry,"4,346"
Feb-21,Sgl Trip Ferry Child/Youth,Ferry,"2,201"
Feb-21,Sgl Trip LR Adult,Light Rail,884
Feb-21,Sgl Trip LR Child/Youth,Light Rail,506
Feb-21,Sgl Trip Rail Adult,Train,"44,261"
Feb-21,Sgl Trip Rail Adult,Metro,"2,486"
Feb-21,Sgl Trip Rail Child/Youth,Train,"23,446"
Feb-21,Sgl Trip Rail Child/Youth,Metro,"2,792"
Mar-21,Adult,Train,"11,142,431"
Mar-21,Adult,Metro,"753,250"
Mar-21,Adult,Bus,"6,661,997"
Mar-21,Adult,Light Rail,"801,365"
Mar-21,Adult,Ferry,"237,686"
Mar-21,Adult Single Bus Trip 1,Bus,92
Mar-21,Adult Single Bus Trip 2,Bus,35
Mar-21,Adult Single Bus Trip 3,Bus,19
Mar-21,Child/Youth,Train,"532,750"
Mar-21,Child/Youth,Metro,"69,779"
Mar-21,Child/Youth,Bus,"697,395"
Mar-21,Child/Youth,Light Rail,"52,309"
Mar-21,Child/Youth,Ferry,"31,065"
Mar-21,Concession,Train,"1,540,913"
Mar-21,Concession,Metro,"202,933"
Mar-21,Concession,Bus,"1,076,821"
Mar-21,Concession,Light Rail,"229,557"
Mar-21,Concession,Ferry,"16,842"
Mar-21,CTP,Train,"4,083,006"
Mar-21,CTP,Metro,"282,204"
Mar-21,CTP,Bus,"3,112,024"
Mar-21,CTP,Light Rail,"413,285"
Mar-21,CTP,Ferry,"165,859"
Mar-21,Day Pass Child/Youth w/o SAF,Train,27
Mar-21,Day Pass Child/Youth w/o SAF,Bus,31
Mar-21,Day Pass without SAF,Train,725
Mar-21,Day Pass without SAF,Metro,3
Mar-21,Day Pass without SAF,Bus,725
Mar-21,Day Pass without SAF,Light Rail,27
Mar-21,Day Pass without SAF,Ferry,16
Mar-21,Employee,Train,"251,744"
Mar-21,Employee,Metro,"8,584"
Mar-21,Employee,Bus,"62,780"
Mar-21,Employee,Light Rail,"6,407"
Mar-21,Employee,Ferry,"3,991"
Mar-21,Free Travel,Train,"23,298"
Mar-21,Free Travel,Metro,"1,271"
Mar-21,Free Travel,Bus,"29,437"
Mar-21,Free Travel,Light Rail,"2,132"
Mar-21,Free Travel,Ferry,"1,492"
Mar-21,On Demand,Bus,"21,078"
Mar-21,School Student,Train,"1,190,300"
Mar-21,School Student,Metro,"122,144"
Mar-21,School Student,Bus,"2,153,901"
Mar-21,School Student,Light Rail,"50,776"
Mar-21,School Student,Ferry,"10,491"
Mar-21,Senior/Pensioner,Train,"2,071,838"
Mar-21,Senior/Pensioner,Metro,"100,401"
Mar-21,Senior/Pensioner,Bus,"3,215,739"
Mar-21,Senior/Pensioner,Light Rail,"259,203"
Mar-21,Senior/Pensioner,Ferry,"133,259"
Mar-21,Sgl Trip Ferry Adult,Ferry,"6,248"
Mar-21,Sgl Trip Ferry Child/Youth,Ferry,"3,014"
Mar-21,Sgl Trip LR Adult,Light Rail,"1,081"
Mar-21,Sgl Trip LR Child/Youth,Light Rail,492
Mar-21,Sgl Trip Rail Adult,Train,"60,743"
Mar-21,Sgl Trip Rail Adult,Metro,"2,989"
Mar-21,Sgl Trip Rail Child/Youth,Train,"28,028"
Mar-21,Sgl Trip Rail Child/Youth,Metro,"2,756"
Apr-21,Adult,Train,"10,852,255"
Apr-21,Adult,Metro,"724,933"
Apr-21,Adult,Bus,"6,250,652"
Apr-21,Adult,Light Rail,"934,599"
Apr-21,Adult,Ferry,"340,228"
Apr-21,Adult Single Bus Trip 1,Bus,73
Apr-21,Adult Single Bus Trip 2,Bus,70
Apr-21,Adult Single Bus Trip 3,Bus,17
Apr-21,Child/Youth,Train,"935,882"
Apr-21,Child/Youth,Metro,"112,888"
Apr-21,Child/Youth,Bus,"936,865"
Apr-21,Child/Youth,Light Rail,"125,713"
Apr-21,Child/Youth,Ferry,"96,891"
Apr-21,Child/Youth Single Bus Trip 1,Bus,5
Apr-21,Child/Youth Single Bus Trip 2,Bus,9
Apr-21,Child/Youth Single Bus Trip 3,Bus,1
Apr-21,Concession,Train,"1,227,628"
Apr-21,Concession,Metro,"139,038"
Apr-21,Concession,Bus,"846,573"
Apr-21,Concession,Light Rail,"196,902"
Apr-21,Concession,Ferry,"17,490"
Apr-21,CTP,Train,"4,379,493"
Apr-21,CTP,Metro,"294,486"
Apr-21,CTP,Bus,"3,177,099"
Apr-21,CTP,Light Rail,"521,713"
Apr-21,CTP,Ferry,"247,035"
Apr-21,Day Pass Child/Youth w/o SAF,Train,8
Apr-21,Day Pass Child/Youth w/o SAF,Bus,5
Apr-21,Day Pass without SAF,Train,584
Apr-21,Day Pass without SAF,Metro,7
Apr-21,Day Pass without SAF,Bus,502
Apr-21,Day Pass without SAF,Light Rail,19
Apr-21,Day Pass without SAF,Ferry,15
Apr-21,Employee,Train,"239,457"
Apr-21,Employee,Metro,"8,072"
Apr-21,Employee,Bus,"60,810"
Apr-21,Employee,Light Rail,"7,916"
Apr-21,Employee,Ferry,"4,982"
Apr-21,Free Travel,Train,"23,328"
Apr-21,Free Travel,Metro,"1,412"
Apr-21,Free Travel,Bus,"28,799"
Apr-21,Free Travel,Light Rail,"2,956"
Apr-21,Free Travel,Ferry,"1,974"
Apr-21,On Demand,Bus,"19,530"
Apr-21,School Student,Train,"534,720"
Apr-21,School Student,Metro,"56,909"
Apr-21,School Student,Bus,"946,897"
Apr-21,School Student,Light Rail,"22,281"
Apr-21,School Student,Ferry,"4,864"
Apr-21,Senior/Pensioner,Train,"2,218,946"
Apr-21,Senior/Pensioner,Metro,"107,808"
Apr-21,Senior/Pensioner,Bus,"3,203,204"
Apr-21,Senior/Pensioner,Light Rail,"330,539"
Apr-21,Senior/Pensioner,Ferry,"178,749"
Apr-21,Sgl Trip Ferry Adult,Ferry,"18,735"
Apr-21,Sgl Trip Ferry Child/Youth,Ferry,"15,144"
Apr-21,Sgl Trip LR Adult,Light Rail,"2,765"
Apr-21,Sgl Trip LR Child/Youth,Light Rail,"2,219"
Apr-21,Sgl Trip Rail Adult,Train,"83,270"
Apr-21,Sgl Trip Rail Adult,Metro,"3,971"
Apr-21,Sgl Trip Rail Child/Youth,Train,"56,928"
Apr-21,Sgl Trip Rail Child/Youth,Metro,"5,286"
May-21,Adult,Train,"11,083,214"
May-21,Adult,Metro,"784,759"
May-21,Adult,Bus,"6,504,495"
May-21,Adult,Light Rail,"911,130"
May-21,Adult,Ferry,"246,613"
May-21,Adult Single Bus Trip 1,Bus,89
May-21,Adult Single Bus Trip 2,Bus,22
May-21,Adult Single Bus Trip 3,Bus,15
May-21,Child/Youth,Train,"551,285"
May-21,Child/Youth,Metro,"76,183"
May-21,Child/Youth,Bus,"684,511"
May-21,Child/Youth,Light Rail,"60,324"
May-21,Child/Youth,Ferry,"31,202"
May-21,Child/Youth Single Bus Trip 1,Bus,7
May-21,Child/Youth Single Bus Trip 2,Bus,1
May-21,Child/Youth Single Bus Trip 3,Bus,3
May-21,Concession,Train,"1,268,868"
May-21,Concession,Metro,"172,821"
May-21,Concession,Bus,"920,032"
May-21,Concession,Light Rail,"143,357"
May-21,Concession,Ferry,"14,721"
May-21,CTP,Train,"4,502,379"
May-21,CTP,Metro,"324,035"
May-21,CTP,Bus,"3,319,276"
May-21,CTP,Light Rail,"520,234"
May-21,CTP,Ferry,"192,875"
May-21,Day Pass Child/Youth w/o SAF,Train,36
May-21,Day Pass Child/Youth w/o SAF,Bus,5
May-21,Day Pass Child/Youth w/o SAF,Light Rail,87
May-21,Day Pass Child/Youth w/o SAF,Ferry,612
May-21,Day Pass without SAF,Train,690
May-21,Day Pass without SAF,Metro,3
May-21,Day Pass without SAF,Bus,727
May-21,Day Pass without SAF,Light Rail,25
May-21,Day Pass without SAF,Ferry,38
May-21,Employee,Train,"243,732"
May-21,Employee,Metro,"9,284"
May-21,Employee,Bus,"63,334"
May-21,Employee,Light Rail,"7,962"
May-21,Employee,Ferry,"4,583"
May-21,Free Travel,Train,"22,989"
May-21,Free Travel,Metro,"1,426"
May-21,Free Travel,Bus,"28,884"
May-21,Free Travel,Light Rail,"2,610"
May-21,Free Travel,Ferry,"1,648"
May-21,On Demand,Bus,"20,804"
May-21,School Student,Train,"1,070,994"
May-21,School Student,Metro,"117,474"
May-21,School Student,Bus,"1,849,310"
May-21,School Student,Light Rail,"41,673"
May-21,School Student,Ferry,"8,929"
May-21,Senior/Pensioner,Train,"2,196,224"
May-21,Senior/Pensioner,Metro,"114,252"
May-21,Senior/Pensioner,Bus,"3,258,937"
May-21,Senior/Pensioner,Light Rail,"309,228"
May-21,Senior/Pensioner,Ferry,"146,719"
May-21,Sgl Trip Ferry Adult,Ferry,"8,717"
May-21,Sgl Trip Ferry Child/Youth,Ferry,"4,322"
May-21,Sgl Trip LR Adult,Light Rail,"1,663"
May-21,Sgl Trip LR Child/Youth,Light Rail,992
May-21,Sgl Trip Rail Adult,Train,"66,707"
May-21,Sgl Trip Rail Adult,Metro,"3,415"
May-21,Sgl Trip Rail Child/Youth,Train,"31,491"
May-21,Sgl Trip Rail Child/Youth,Metro,"3,857"
Jun-21,Adult,Train,"9,207,753"
Jun-21,Adult,Metro,"617,927"
Jun-21,Adult,Bus,"5,480,610"
Jun-21,Adult,Light Rail,"736,205"
Jun-21,Adult,Ferry,"185,678"
Jun-21,Adult Single Bus Trip 1,Bus,66
Jun-21,Adult Single Bus Trip 2,Bus,28
Jun-21,Adult Single Bus Trip 3,Bus,13
Jun-21,Child/Youth,Train,"432,363"
Jun-21,Child/Youth,Metro,"55,744"
Jun-21,Child/Youth,Bus,"570,279"
Jun-21,Child/Youth,Light Rail,"46,986"
Jun-21,Child/Youth,Ferry,"26,586"
Jun-21,Child/Youth Single Bus Trip 1,Bus,3
Jun-21,Child/Youth Single Bus Trip 2,Bus,1
Jun-21,Child/Youth Single Bus Trip 3,Bus,2
Jun-21,Concession,Train,"902,120"
Jun-21,Concession,Metro,"104,679"
Jun-21,Concession,Bus,"682,886"
Jun-21,Concession,Light Rail,"181,712"
Jun-21,Concession,Ferry,"10,512"
Jun-21,CTP,Train,"3,730,766"
Jun-21,CTP,Metro,"246,817"
Jun-21,CTP,Bus,"2,814,237"
Jun-21,CTP,Light Rail,"429,108"
Jun-21,CTP,Ferry,"141,456"
Jun-21,Day Pass Child/Youth w/o SAF,Train,10
Jun-21,Day Pass Child/Youth w/o SAF,Bus,8
Jun-21,Day Pass Child/Youth w/o SAF,Ferry,192
Jun-21,Day Pass without SAF,Train,656
Jun-21,Day Pass without SAF,Metro,5
Jun-21,Day Pass without SAF,Bus,595
Jun-21,Day Pass without SAF,Light Rail,17
Jun-21,Day Pass without SAF,Ferry,4
Jun-21,Employee,Train,"174,401"
Jun-21,Employee,Metro,"6,129"
Jun-21,Employee,Bus,"44,912"
Jun-21,Employee,Light Rail,"5,312"
Jun-21,Employee,Ferry,"2,662"
Jun-21,Free Travel,Train,"18,227"
Jun-21,Free Travel,Metro,"1,070"
Jun-21,Free Travel,Bus,"24,437"
Jun-21,Free Travel,Light Rail,"2,067"
Jun-21,Free Travel,Ferry,"1,268"
Jun-21,On Demand,Bus,"18,803"
Jun-21,School Student,Train,"834,277"
Jun-21,School Student,Metro,"94,870"
Jun-21,School Student,Bus,"1,404,565"
Jun-21,School Student,Light Rail,"30,742"
Jun-21,School Student,Ferry,"6,187"
Jun-21,Senior/Pensioner,Train,"1,818,996"
Jun-21,Senior/Pensioner,Metro,"89,799"
Jun-21,Senior/Pensioner,Bus,"2,817,884"
Jun-21,Senior/Pensioner,Light Rail,"238,740"
Jun-21,Senior/Pensioner,Ferry,"103,636"
Jun-21,Sgl Trip Ferry Adult,Ferry,"5,169"
Jun-21,Sgl Trip Ferry Child/Youth,Ferry,"3,029"
Jun-21,Sgl Trip LR Adult,Light Rail,"1,127"
Jun-21,Sgl Trip LR Child/Youth,Light Rail,685
Jun-21,Sgl Trip Rail Adult,Train,"47,869"
Jun-21,Sgl Trip Rail Adult,Metro,"2,213"
Jun-21,Sgl Trip Rail Child/Youth,Train,"26,038"
Jun-21,Sgl Trip Rail Child/Youth,Metro,"2,771"
Jul-21,Adult,Train,"3,303,530"
Jul-21,Adult,Metro,"179,849"
Jul-21,Adult,Bus,"2,299,880"
Jul-21,Adult,Light Rail,"186,420"
Jul-21,Adult,Ferry,"30,457"
Jul-21,Adult Single Bus Trip 1,Bus,56
Jul-21,Adult Single Bus Trip 2,Bus,25
Jul-21,Adult Single Bus Trip 3,Bus,11
Jul-21,Child/Youth,Train,"66,913"
Jul-21,Child/Youth,Metro,"5,913"
Jul-21,Child/Youth,Bus,"167,037"
Jul-21,Child/Youth,Light Rail,"6,128"
Jul-21,Child/Youth,Ferry,"3,759"
Jul-21,Child/Youth Single Bus Trip 1,Bus,1
Jul-21,Child/Youth Single Bus Trip 2,Bus,1
Jul-21,Concession,Train,"171,887"
Jul-21,Concession,Metro,"17,652"
Jul-21,Concession,Bus,"179,630"
Jul-21,Concession,Light Rail,"14,281"
Jul-21,Concession,Ferry,"1,684"
Jul-21,CTP,Train,"1,055,844"
Jul-21,CTP,Metro,"62,260"
Jul-21,CTP,Bus,"1,083,341"
Jul-21,CTP,Light Rail,"89,160"
Jul-21,CTP,Ferry,"25,112"
Jul-21,Day Pass without SAF,Train,386
Jul-21,Day Pass without SAF,Metro,2
Jul-21,Day Pass without SAF,Bus,386
Jul-21,Day Pass without SAF,Light Rail,8
Jul-21,Day Pass without SAF,Ferry,4
Jul-21,Employee,Train,"90,532"
Jul-21,Employee,Metro,"2,308"
Jul-21,Employee,Bus,"20,412"
Jul-21,Employee,Light Rail,"1,630"
Jul-21,Employee,Ferry,734
Jul-21,Free Travel,Train,"5,093"
Jul-21,Free Travel,Metro,191
Jul-21,Free Travel,Bus,"10,140"
Jul-21,Free Travel,Light Rail,550
Jul-21,Free Travel,Ferry,353
Jul-21,On Demand,Bus,"9,478"
Jul-21,School Student,Train,"13,373"
Jul-21,School Student,Metro,616
Jul-21,School Student,Bus,"74,866"
Jul-21,School Student,Light Rail,"1,199"
Jul-21,School Student,Ferry,703
Jul-21,Senior/Pensioner,Train,"542,932"
Jul-21,Senior/Pensioner,Metro,"18,309"
Jul-21,Senior/Pensioner,Bus,"1,261,330"
Jul-21,Senior/Pensioner,Light Rail,"51,834"
Jul-21,Senior/Pensioner,Ferry,"17,700"
Jul-21,Sgl Trip Ferry Adult,Ferry,196
Jul-21,Sgl Trip Ferry Child/Youth,Ferry,185
Jul-21,Sgl Trip LR Adult,Light Rail,154
Jul-21,Sgl Trip LR Child/Youth,Light Rail,127
Jul-21,Sgl Trip Rail Adult,Train,"10,479"
Jul-21,Sgl Trip Rail Adult,Metro,455
Jul-21,Sgl Trip Rail Child/Youth,Train,"7,864"
Jul-21,Sgl Trip Rail Child/Youth,Metro,640
Aug-21,Adult,Train,"2,672,862"
Aug-21,Adult,Metro,"132,635"
Aug-21,Adult,Bus,"1,945,211"
Aug-21,Adult,Light Rail,"153,727"
Aug-21,Adult,Ferry,"22,078"
Aug-21,Adult Single Bus Trip 1,Bus,62
Aug-21,Adult Single Bus Trip 2,Bus,29
Aug-21,Adult Single Bus Trip 3,Bus,9
Aug-21,Child/Youth,Train,"38,935"
Aug-21,Child/Youth,Metro,"3,023"
Aug-21,Child/Youth,Bus,"100,445"
Aug-21,Child/Youth,Light Rail,"2,399"
Aug-21,Child/Youth,Ferry,"1,563"
Aug-21,Child/Youth Single Bus Trip 1,Bus,1
Aug-21,Concession,Train,"122,594"
Aug-21,Concession,Metro,"11,687"
Aug-21,Concession,Bus,"129,968"
Aug-21,Concession,Light Rail,"9,962"
Aug-21,Concession,Ferry,951
Aug-21,CTP,Train,"902,288"
Aug-21,CTP,Metro,"44,113"
Aug-21,CTP,Bus,"949,416"
Aug-21,CTP,Light Rail,"75,088"
Aug-21,CTP,Ferry,"20,015"
Aug-21,Day Pass Child/Youth w/o SAF,Train,1
Aug-21,Day Pass Child/Youth w/o SAF,Bus,4
Aug-21,Day Pass without SAF,Train,432
Aug-21,Day Pass without SAF,Metro,4
Aug-21,Day Pass without SAF,Bus,405
Aug-21,Day Pass without SAF,Light Rail,12
Aug-21,Day Pass without SAF,Ferry,3
Aug-21,Employee,Train,"63,791"
Aug-21,Employee,Metro,"1,519"
Aug-21,Employee,Bus,"17,777"
Aug-21,Employee,Light Rail,"1,411"
Aug-21,Employee,Ferry,739
Aug-21,Free Travel,Train,"4,012"
Aug-21,Free Travel,Metro,128
Aug-21,Free Travel,Bus,"8,885"
Aug-21,Free Travel,Light Rail,401
Aug-21,Free Travel,Ferry,169
Aug-21,On Demand,Bus,"6,463"
Aug-21,School Student,Train,"8,871"
Aug-21,School Student,Metro,705
Aug-21,School Student,Bus,"48,228"
Aug-21,School Student,Light Rail,604
Aug-21,School Student,Ferry,321
Aug-21,Senior/Pensioner,Train,"419,744"
Aug-21,Senior/Pensioner,Metro,"13,021"
Aug-21,Senior/Pensioner,Bus,"1,080,294"
Aug-21,Senior/Pensioner,Light Rail,"42,738"
Aug-21,Senior/Pensioner,Ferry,"13,459"
Aug-21,Sgl Trip Ferry Adult,Ferry,172
Aug-21,Sgl Trip Ferry Child/Youth,Ferry,148
Aug-21,Sgl Trip LR Adult,Light Rail,72
Aug-21,Sgl Trip LR Child/Youth,Light Rail,52
Aug-21,Sgl Trip Rail Adult,Train,"7,516"
Aug-21,Sgl Trip Rail Adult,Metro,276
Aug-21,Sgl Trip Rail Child/Youth,Train,"4,843"
Aug-21,Sgl Trip Rail Child/Youth,Metro,507
Sep-21,Adult,Train,"2,823,340"
Sep-21,Adult,Metro,"136,617"
Sep-21,Adult,Bus,"2,026,419"
Sep-21,Adult,Light Rail,"181,468"
Sep-21,Adult,Ferry,"28,620"
Sep-21,Adult Single Bus Trip 1,Bus,47
Sep-21,Adult Single Bus Trip 2,Bus,17
Sep-21,Adult Single Bus Trip 3,Bus,8
Sep-21,Child/Youth,Train,"62,255"
Sep-21,Child/Youth,Metro,"4,479"
Sep-21,Child/Youth,Bus,"152,734"
Sep-21,Child/Youth,Light Rail,"5,447"
Sep-21,Child/Youth,Ferry,"4,618"
Sep-21,Child/Youth Single Bus Trip 1,Bus,1
Sep-21,Concession,Train,"130,994"
Sep-21,Concession,Metro,"11,143"
Sep-21,Concession,Bus,"134,804"
Sep-21,Concession,Light Rail,"11,478"
Sep-21,Concession,Ferry,"1,114"
Sep-21,CTP,Train,"1,010,138"
Sep-21,CTP,Metro,"47,090"
Sep-21,CTP,Bus,"1,072,112"
Sep-21,CTP,Light Rail,"95,276"
Sep-21,CTP,Ferry,"26,730"
Sep-21,Day Pass Child/Youth w/o SAF,Train,6
Sep-21,Day Pass Child/Youth w/o SAF,Bus,6
Sep-21,Day Pass without SAF,Train,393
Sep-21,Day Pass without SAF,Metro,7
Sep-21,Day Pass without SAF,Bus,424
Sep-21,Day Pass without SAF,Light Rail,14
Sep-21,Employee,Train,"63,703"
Sep-21,Employee,Metro,"1,147"
Sep-21,Employee,Bus,"21,387"
Sep-21,Employee,Light Rail,"1,728"
Sep-21,Employee,Ferry,876
Sep-21,Free Travel,Train,"4,688"
Sep-21,Free Travel,Metro,139
Sep-21,Free Travel,Bus,"9,912"
Sep-21,Free Travel,Light Rail,509
Sep-21,Free Travel,Ferry,272
Sep-21,On Demand,Bus,"7,547"
Sep-21,School Student,Train,"4,961"
Sep-21,School Student,Metro,478
Sep-21,School Student,Bus,"21,891"
Sep-21,School Student,Light Rail,264
Sep-21,School Student,Ferry,115
Sep-21,Senior/Pensioner,Train,"477,776"
Sep-21,Senior/Pensioner,Metro,"15,393"
Sep-21,Senior/Pensioner,Bus,"1,209,858"
Sep-21,Senior/Pensioner,Light Rail,"53,835"
Sep-21,Senior/Pensioner,Ferry,"19,998"
Sep-21,Sgl Trip Ferry Adult,Ferry,214
Sep-21,Sgl Trip Ferry Child/Youth,Ferry,367
Sep-21,Sgl Trip LR Adult,Light Rail,77
Sep-21,Sgl Trip LR Child/Youth,Light Rail,67
Sep-21,Sgl Trip Rail Adult,Train,"8,100"
Sep-21,Sgl Trip Rail Adult,Metro,293
Sep-21,Sgl Trip Rail Child/Youth,Train,"5,699"
Sep-21,Sgl Trip Rail Child/Youth,Metro,634
Oct-21,Adult,Train,"4,898,487"
Oct-21,Adult,Metro,"280,790"
Oct-21,Adult,Bus,"3,249,805"
Oct-21,Adult,Light Rail,"372,123"
Oct-21,Adult,Ferry,"112,548"
Oct-21,Adult Single Bus Trip 1,Bus,131
Oct-21,Adult Single Bus Trip 2,Bus,51
Oct-21,Adult Single Bus Trip 3,Bus,15
Oct-21,Child/Youth,Train,"268,070"
Oct-21,Child/Youth,Metro,"36,456"
Oct-21,Child/Youth,Bus,"381,176"
Oct-21,Child/Youth,Light Rail,"25,393"
Oct-21,Child/Youth,Ferry,"21,759"
Oct-21,Child/Youth Single Bus Trip 1,Bus,2
Oct-21,Child/Youth Single Bus Trip 2,Bus,18
Oct-21,Child/Youth Single Bus Trip 3,Bus,3
Oct-21,Concession,Train,"377,617"
Oct-21,Concession,Metro,"44,037"
Oct-21,Concession,Bus,"314,007"
Oct-21,Concession,Light Rail,"43,886"
Oct-21,Concession,Ferry,"7,215"
Oct-21,CTP,Train,"2,257,721"
Oct-21,CTP,Metro,"136,772"
Oct-21,CTP,Bus,"1,961,145"
Oct-21,CTP,Light Rail,"255,765"
Oct-21,CTP,Ferry,"109,228"
Oct-21,Day Pass Child/Youth w/o SAF,Train,6
Oct-21,Day Pass Child/Youth w/o SAF,Bus,2
Oct-21,Day Pass Child/Youth w/o SAF,Light Rail,1
Oct-21,Day Pass without SAF,Train,476
Oct-21,Day Pass without SAF,Metro,4
Oct-21,Day Pass without SAF,Bus,512
Oct-21,Day Pass without SAF,Light Rail,29
Oct-21,Day Pass without SAF,Ferry,2
Oct-21,Employee,Train,"116,346"
Oct-21,Employee,Metro,"3,504"
Oct-21,Employee,Bus,"35,329"
Oct-21,Employee,Light Rail,"3,691"
Oct-21,Employee,Ferry,"2,394"
Oct-21,Free Travel,Train,"10,412"
Oct-21,Free Travel,Metro,569
Oct-21,Free Travel,Bus,"16,626"
Oct-21,Free Travel,Light Rail,"1,076"
Oct-21,Free Travel,Ferry,880
Oct-21,On Demand,Bus,"12,369"
Oct-21,School Student,Train,"245,858"
Oct-21,School Student,Metro,"28,833"
Oct-21,School Student,Bus,"460,443"
Oct-21,School Student,Light Rail,"11,144"
Oct-21,School Student,Ferry,"2,953"
Oct-21,Senior/Pensioner,Train,"1,045,123"
Oct-21,Senior/Pensioner,Metro,"48,030"
Oct-21,Senior/Pensioner,Bus,"1,967,905"
Oct-21,Senior/Pensioner,Light Rail,"131,606"
Oct-21,Senior/Pensioner,Ferry,"71,248"
Oct-21,Sgl Trip Ferry Adult,Ferry,"2,157"
Oct-21,Sgl Trip Ferry Child/Youth,Ferry,"2,099"
Oct-21,Sgl Trip LR Adult,Light Rail,385
Oct-21,Sgl Trip LR Child/Youth,Light Rail,303
Oct-21,Sgl Trip Rail Adult,Train,"20,147"
Oct-21,Sgl Trip Rail Adult,Metro,"1,249"
Oct-21,Sgl Trip Rail Child/Youth,Train,"16,303"
Oct-21,Sgl Trip Rail Child/Youth,Metro,"1,933"
Nov-21,Adult,Train,"7,240,864"
Nov-21,Adult,Metro,"452,954"
Nov-21,Adult,Bus,"4,475,868"
Nov-21,Adult,Light Rail,"436,404"
Nov-21,Adult,Ferry,"149,851"
Nov-21,Adult Single Bus Trip 1,Bus,93
Nov-21,Adult Single Bus Trip 2,Bus,34
Nov-21,Adult Single Bus Trip 3,Bus,10
Nov-21,Child/Youth,Train,"385,203"
Nov-21,Child/Youth,Metro,"55,977"
Nov-21,Child/Youth,Bus,"519,653"
Nov-21,Child/Youth,Light Rail,"22,022"
Nov-21,Child/Youth,Ferry,"19,692"
Nov-21,Child/Youth Single Bus Trip 2,Bus,3
Nov-21,Concession,Train,"625,489"
Nov-21,Concession,Metro,"72,774"
Nov-21,Concession,Bus,"479,864"
Nov-21,Concession,Light Rail,"61,425"
Nov-21,Concession,Ferry,"8,697"
Nov-21,CTP,Train,"3,480,234"
Nov-21,CTP,Metro,"216,940"
Nov-21,CTP,Bus,"2,702,675"
Nov-21,CTP,Light Rail,"318,933"
Nov-21,CTP,Ferry,"145,215"
Nov-21,Day Pass Child/Youth w/o SAF,Train,11
Nov-21,Day Pass Child/Youth w/o SAF,Bus,3
Nov-21,Day Pass Child/Youth w/o SAF,Light Rail,5
Nov-21,Day Pass without SAF,Train,507
Nov-21,Day Pass without SAF,Metro,5
Nov-21,Day Pass without SAF,Bus,528
Nov-21,Day Pass without SAF,Light Rail,17
Nov-21,Day Pass without SAF,Ferry,2
Nov-21,Employee,Train,"176,091"
Nov-21,Employee,Metro,"5,866"
Nov-21,Employee,Bus,"47,652"
Nov-21,Employee,Light Rail,"4,282"
Nov-21,Employee,Ferry,"2,839"
Nov-21,Free Travel,Train,"16,182"
Nov-21,Free Travel,Metro,967
Nov-21,Free Travel,Bus,"22,062"
Nov-21,Free Travel,Light Rail,"1,292"
Nov-21,Free Travel,Ferry,"1,169"
Nov-21,On Demand,Bus,"17,583"
Nov-21,School Student,Train,"947,788"
Nov-21,School Student,Metro,"116,422"
Nov-21,School Student,Bus,"1,582,582"
Nov-21,School Student,Light Rail,"25,205"
Nov-21,School Student,Ferry,"8,679"
Nov-21,Senior/Pensioner,Train,"1,631,839"
