Year_Month,Card Type,Travel_Mode,Trip
Feb-20,Free Opal,Light Rail,2461
Feb-20,Free Opal,Ferry,1854
Feb-20,Other,Bus,25615
Feb-20,School Opal,Train,1164671
Feb-20,School Opal,Metro,95832
Feb-20,School Opal,Bus,2961680
Feb-20,School Opal,Light Rail,50375
Feb-20,School Opal,Ferry,6360
Feb-20,Gold Opal,Train,2533490
Feb-20,Gold Opal,Metro,107389
Feb-20,Gold Opal,Bus,3924662
Feb-20,Gold Opal,Light Rail,279333
Feb-20,Gold Opal,Ferry,160799
Feb-20,Opal Single Ticket,Ferry,31263
Feb-20,Opal Single Ticket,Ferry,4187
Feb-20,Opal Single Ticket,Light Rail,7394
Feb-20,Opal Single Ticket,Light Rail,1087
Feb-20,Opal Single Ticket,Train,159957
Feb-20,Opal Single Ticket,Metro,5660
Feb-20,Opal Single Ticket,Train,33628
Feb-20,Opal Single Ticket,Metro,3213
Mar-20,Adult,Train,14771583
Mar-20,Adult,Metro,870038
Mar-20,Adult,Bus,9373131
Mar-20,Adult,Light Rail,750599
Mar-20,Adult,Ferry,379294
Mar-20,Adult,Bus,27590
Mar-20,Adult,Bus,13872
Mar-20,Adult,Bus,4215
Mar-20,Child/Youth,Train,509401
Mar-20,Child/Youth,Metro,58273
Mar-20,Child/Youth,Bus,831831
Mar-20,Child/Youth,Light Rail,36004
Mar-20,Child/Youth,Ferry,26660
Mar-20,Opal Single Ticket,Bus,6788
Mar-20,Opal Single Ticket,Bus,4348
Mar-20,Opal Single Ticket,Bus,1689
Mar-20,Concession,Train,1470619
Mar-20,Concession,Metro,169730
Mar-20,Concession,Bus,1281861
Mar-20,Concession,Light Rail,74522
Mar-20,Concession,Ferry,14976
Mar-20,CTP,Train,2677062
Mar-20,CTP,Metro,161357
Mar-20,CTP,Bus,2271222
Mar-20,CTP,Light Rail,194518
Mar-20,CTP,Ferry,132810
Mar-20,Day Pass Ticket,Train,70
Mar-20,Day Pass Ticket,Bus,61
Mar-20,Day Pass Ticket,Light Rail,1
Mar-20,Day Pass Ticket,Train,915
Mar-20,Day Pass Ticket,Metro,17
Mar-20,Day Pass Ticket,Bus,953
Mar-20,Day Pass Ticket,Light Rail,20
Mar-20,Day Pass Ticket,Ferry,17
Mar-20,Other,Train,277750
Mar-20,Other,Metro,8133
Mar-20,Other,Bus,74277
Mar-20,Other,Light Rail,2236
Mar-20,Other,Ferry,2832
Mar-20,Free Opal,Train,22363
Mar-20,Free Opal,Metro,1152
Mar-20,Free Opal,Bus,30754
Mar-20,Free Opal,Light Rail,1552
Mar-20,Free Opal,Ferry,1216
Mar-20,Other,Bus,19475
Mar-20,School Opal,Train,854274
Mar-20,School Opal,Metro,67738
Mar-20,School Opal,Bus,2180536
Mar-20,School Opal,Light Rail,35191
Mar-20,School Opal,Ferry,5374
Mar-20,Gold Opal,Train,1801124
Mar-20,Gold Opal,Metro,66483
Mar-20,Gold Opal,Bus,3068966
Mar-20,Gold Opal,Light Rail,164755
Mar-20,Gold Opal,Ferry,95471
Mar-20,Opal Single Ticket,Ferry,16082
Mar-20,Opal Single Ticket,Ferry,2533
Mar-20,Opal Single Ticket,Light Rail,4738
Mar-20,Opal Single Ticket,Light Rail,547
Mar-20,Opal Single Ticket,Train,97199
Mar-20,Opal Single Ticket,Metro,3309
Mar-20,Opal Single Ticket,Train,23918
Mar-20,Opal Single Ticket,Metro,2270
Apr-20,Adult,Train,4344129
Apr-20,Adult,Metro,187366
Apr-20,Adult,Bus,3003345
Apr-20,Adult,Light Rail,146481
Apr-20,Adult,Ferry,46951
Apr-20,Adult,Bus,153
Apr-20,Adult,Bus,71
Apr-20,Adult,Bus,23
Apr-20,Child/Youth,Train,69680
Apr-20,Child/Youth,Metro,5426
Apr-20,Child/Youth,Bus,156022
Apr-20,Child/Youth,Light Rail,3438
Apr-20,Child/Youth,Ferry,2268
Apr-20,Opal Single Ticket,Bus,19
Apr-20,Opal Single Ticket,Bus,15
Apr-20,Opal Single Ticket,Bus,7
Apr-20,Concession,Train,169942
Apr-20,Concession,Metro,12484
Apr-20,Concession,Bus,180150
Apr-20,Concession,Light Rail,6589
Apr-20,Concession,Ferry,1639
Apr-20,CTP,Train,703420
Apr-20,CTP,Metro,36251
Apr-20,CTP,Bus,734339
Apr-20,CTP,Light Rail,37047
Apr-20,CTP,Ferry,19718
Apr-20,Day Pass Ticket,Train,4
Apr-20,Day Pass Ticket,Bus,6
Apr-20,Day Pass Ticket,Train,489
Apr-20,Day Pass Ticket,Metro,5
Apr-20,Day Pass Ticket,Bus,444
Apr-20,Day Pass Ticket,Light Rail,11
Apr-20,Day Pass Ticket,Ferry,2
Apr-20,Other,Train,155620
Apr-20,Other,Metro,3234
Apr-20,Other,Bus,34370
Apr-20,Other,Light Rail,825
Apr-20,Other,Ferry,1112
Apr-20,Free Opal,Train,6323
Apr-20,Free Opal,Metro,194
Apr-20,Free Opal,Bus,11618
Apr-20,Free Opal,Light Rail,258
Apr-20,Free Opal,Ferry,348
Apr-20,Other,Bus,7039
Apr-20,School Opal,Train,7775
Apr-20,School Opal,Metro,787
Apr-20,School Opal,Bus,28417
Apr-20,School Opal,Light Rail,237
Apr-20,School Opal,Ferry,89
Apr-20,Gold Opal,Train,617589
Apr-20,Gold Opal,Metro,15988
Apr-20,Gold Opal,Bus,1348784
Apr-20,Gold Opal,Light Rail,36977
Apr-20,Gold Opal,Ferry,18287
Apr-20,Opal Single Ticket,Ferry,522
Apr-20,Opal Single Ticket,Ferry,294
Apr-20,Opal Single Ticket,Light Rail,122
Apr-20,Opal Single Ticket,Light Rail,47
Apr-20,Opal Single Ticket,Train,13577
Apr-20,Opal Single Ticket,Metro,554
Apr-20,Opal Single Ticket,Train,7177
Apr-20,Opal Single Ticket,Metro,563
May-20,Adult,Train,6117204
May-20,Adult,Metro,279666
May-20,Adult,Bus,4107310
May-20,Adult,Light Rail,254202
May-20,Adult,Ferry,101720
May-20,Adult,Bus,138
May-20,Adult,Bus,40
May-20,Adult,Bus,25
May-20,Child/Youth,Train,199113
May-20,Child/Youth,Metro,18828
May-20,Child/Youth,Bus,357558
May-20,Child/Youth,Light Rail,11489
May-20,Child/Youth,Ferry,7998
May-20,Opal Single Ticket,Bus,25
May-20,Opal Single Ticket,Bus,8
May-20,Opal Single Ticket,Bus,4
May-20,Concession,Train,303299
May-20,Concession,Metro,23677
May-20,Concession,Bus,289775
May-20,Concession,Light Rail,14619
May-20,Concession,Ferry,4289
May-20,CTP,Train,1195199
May-20,CTP,Metro,62148
May-20,CTP,Bus,1156729
May-20,CTP,Light Rail,76246
May-20,CTP,Ferry,44239
May-20,Day Pass Ticket,Bus,1
May-20,Day Pass Ticket,Train,446
May-20,Day Pass Ticket,Metro,8
May-20,Day Pass Ticket,Bus,393
May-20,Day Pass Ticket,Light Rail,10
May-20,Day Pass Ticket,Ferry,2
May-20,Other,Train,179768
May-20,Other,Metro,4482
May-20,Other,Bus,41491
May-20,Other,Light Rail,1119
May-20,Other,Ferry,1370
May-20,Free Opal,Train,9664
May-20,Free Opal,Metro,375
May-20,Free Opal,Bus,15935
May-20,Free Opal,Light Rail,640
May-20,Free Opal,Ferry,551
May-20,Other,Bus,10192
May-20,School Opal,Train,345854
May-20,School Opal,Metro,28670
May-20,School Opal,Bus,727918
May-20,School Opal,Light Rail,17905
May-20,School Opal,Ferry,1919
May-20,Gold Opal,Train,938107
May-20,Gold Opal,Metro,29411
May-20,Gold Opal,Bus,1842193
May-20,Gold Opal,Light Rail,67053
May-20,Gold Opal,Ferry,39819
May-20,Opal Single Ticket,Ferry,1162
May-20,Opal Single Ticket,Ferry,659
May-20,Opal Single Ticket,Light Rail,387
May-20,Opal Single Ticket,Light Rail,163
May-20,Opal Single Ticket,Train,21690
May-20,Opal Single Ticket,Metro,841
May-20,Opal Single Ticket,Train,13330
May-20,Opal Single Ticket,Metro,1221
Jun-20,Adult,Train,8357270
Jun-20,Adult,Metro,444552
Jun-20,Adult,Bus,5296996
Jun-20,Adult,Light Rail,406393
Jun-20,Adult,Ferry,177637
Jun-20,Adult,Bus,107
Jun-20,Adult,Bus,61
Jun-20,Adult,Bus,17
Jun-20,Child/Youth,Train,380309
Jun-20,Child/Youth,Metro,46163
Jun-20,Child/Youth,Bus,605522
Jun-20,Child/Youth,Light Rail,25510
Jun-20,Child/Youth,Ferry,20127
Jun-20,Opal Single Ticket,Bus,15
Jun-20,Opal Single Ticket,Bus,21
Jun-20,Opal Single Ticket,Bus,4
Jun-20,Concession,Train,554058
Jun-20,Concession,Metro,48461
Jun-20,Concession,Bus,456231
Jun-20,Concession,Light Rail,32459
Jun-20,Concession,Ferry,9065
Jun-20,CTP,Train,1900026
Jun-20,CTP,Metro,112387
Jun-20,CTP,Bus,1664174
Jun-20,CTP,Light Rail,140495
Jun-20,CTP,Ferry,83342
Jun-20,Day Pass Ticket,Train,11
Jun-20,Day Pass Ticket,Metro,4
Jun-20,Day Pass Ticket,Bus,22
Jun-20,Day Pass Ticket,Ferry,2
Jun-20,Day Pass Ticket,Train,543
Jun-20,Day Pass Ticket,Metro,4
Jun-20,Day Pass Ticket,Bus,464
Jun-20,Day Pass Ticket,Light Rail,32
Jun-20,Day Pass Ticket,Ferry,3
Jun-20,Other,Train,203267
Jun-20,Other,Metro,5725
Jun-20,Other,Bus,50008
Jun-20,Other,Light Rail,1743
Jun-20,Other,Ferry,2289
Jun-20,Free Opal,Train,14546
Jun-20,Free Opal,Metro,734
Jun-20,Free Opal,Bus,21672
Jun-20,Free Opal,Light Rail,1138
Jun-20,Free Opal,Ferry,1034
Jun-20,Other,Bus,13690
Jun-20,School Opal,Train,936253
Jun-20,School Opal,Metro,80422
Jun-20,School Opal,Bus,1891322
Jun-20,School Opal,Light Rail,45025
Jun-20,School Opal,Ferry,5401
Jun-20,Gold Opal,Train,1360337
Jun-20,Gold Opal,Metro,52746
Jun-20,Gold Opal,Bus,2385697
Jun-20,Gold Opal,Light Rail,118312
Jun-20,Gold Opal,Ferry,72560
Jun-20,Opal Single Ticket,Ferry,3592
Jun-20,Opal Single Ticket,Ferry,2299
Jun-20,Opal Single Ticket,Light Rail,762
Jun-20,Opal Single Ticket,Light Rail,410
Jun-20,Opal Single Ticket,Train,35863
Jun-20,Opal Single Ticket,Metro,1921
Jun-20,Opal Single Ticket,Train,20187
Jun-20,Opal Single Ticket,Metro,2508
Jul-20,Adult,Train,9499639
Jul-20,Adult,Metro,522269
Jul-20,Adult,Bus,5980811
Jul-20,Adult,Light Rail,521409
Jul-20,Adult,Ferry,202450
Jul-20,Adult,Bus,142
Jul-20,Adult,Bus,76
Jul-20,Adult,Bus,18
Jul-20,Child/Youth,Train,643641
Jul-20,Child/Youth,Metro,89378
Jul-20,Child/Youth,Bus,863848
Jul-20,Child/Youth,Light Rail,57156
Jul-20,Child/Youth,Ferry,48004
Jul-20,Opal Single Ticket,Bus,34
Jul-20,Opal Single Ticket,Bus,31
Jul-20,Opal Single Ticket,Bus,5
Jul-20,Concession,Train,722855
Jul-20,Concession,Metro,72925
Jul-20,Concession,Bus,581048
Jul-20,Concession,Light Rail,47485
Jul-20,Concession,Ferry,12344
Jul-20,CTP,Train,2292077
Jul-20,CTP,Metro,139350
Jul-20,CTP,Bus,2013614
Jul-20,CTP,Light Rail,194622
Jul-20,CTP,Ferry,101923
Jul-20,Day Pass Ticket,Train,47
Jul-20,Day Pass Ticket,Bus,62
Jul-20,Day Pass Ticket,Train,579
Jul-20,Day Pass Ticket,Metro,4
Jul-20,Day Pass Ticket,Bus,559
Jul-20,Day Pass Ticket,Light Rail,30
Jul-20,Day Pass Ticket,Ferry,14
Jul-20,Other,Train,216720
Jul-20,Other,Metro,6046
Jul-20,Other,Bus,54732
Jul-20,Other,Light Rail,3323
Jul-20,Other,Ferry,2701
Jul-20,Free Opal,Train,16171
Jul-20,Free Opal,Metro,826
Jul-20,Free Opal,Bus,24073
Jul-20,Free Opal,Light Rail,1336
Jul-20,Free Opal,Ferry,1215
Jul-20,Other,Bus,16368
Jul-20,School Opal,Train,519597
Jul-20,School Opal,Metro,48768
Jul-20,School Opal,Bus,1033486
Jul-20,School Opal,Light Rail,24956
Jul-20,School Opal,Ferry,2989
Jul-20,Gold Opal,Train,1466814
Jul-20,Gold Opal,Metro,58530
Jul-20,Gold Opal,Bus,2563464
Jul-20,Gold Opal,Light Rail,141973
Jul-20,Gold Opal,Ferry,80353
Jul-20,Opal Single Ticket,Ferry,6021
Jul-20,Opal Single Ticket,Ferry,5740
Jul-20,Opal Single Ticket,Light Rail,1077
Jul-20,Opal Single Ticket,Light Rail,1003
Jul-20,Opal Single Ticket,Train,39724
Jul-20,Opal Single Ticket,Metro,2016
Jul-20,Opal Single Ticket,Train,29040
Jul-20,Opal Single Ticket,Metro,3662
Aug-20,Adult,Train,8635155
Aug-20,Adult,Metro,503923
Aug-20,Adult,Bus,5609631
Aug-20,Adult,Light Rail,513778
Aug-20,Adult,Ferry,170746
Aug-20,Adult,Bus,114
Aug-20,Adult,Bus,41
Aug-20,Adult,Bus,22
Aug-20,Child/Youth,Train,376987
Aug-20,Child/Youth,Metro,47188
Aug-20,Child/Youth,Bus,628201
Aug-20,Child/Youth,Light Rail,27831
Aug-20,Child/Youth,Ferry,16218
Aug-20,Opal Single Ticket,Bus,9
Aug-20,Opal Single Ticket,Bus,7
Aug-20,Opal Single Ticket,Bus,5
Aug-20,Concession,Train,756263
Aug-20,Concession,Metro,104706
Aug-20,Concession,Bus,622654
Aug-20,Concession,Light Rail,54331
Aug-20,Concession,Ferry,11428
Aug-20,CTP,Train,2128878
Aug-20,CTP,Metro,148270
Aug-20,CTP,Bus,1939712
Aug-20,CTP,Light Rail,192136
Aug-20,CTP,Ferry,90937
Aug-20,Day Pass Ticket,Train,7
Aug-20,Day Pass Ticket,Bus,1
Aug-20,Day Pass Ticket,Train,514
Aug-20,Day Pass Ticket,Metro,5
Aug-20,Day Pass Ticket,Bus,422
Aug-20,Day Pass Ticket,Light Rail,20
Aug-20,Day Pass Ticket,Ferry,1
Aug-20,Other,Train,203844
Aug-20,Other,Metro,5770
Aug-20,Other,Bus,51775
Aug-20,Other,Light Rail,4067
Aug-20,Other,Ferry,2368
Aug-20,Free Opal,Train,15100
Aug-20,Free Opal,Metro,844
Aug-20,Free Opal,Bus,22685
Aug-20,Free Opal,Light Rail,1148
Aug-20,Free Opal,Ferry,939
Aug-20,Other,Bus,14999
Aug-20,School Opal,Train,891939
Aug-20,School Opal,Metro,80446
Aug-20,School Opal,Bus,1806836
Aug-20,School Opal,Light Rail,39183
Aug-20,School Opal,Ferry,5201
Aug-20,Gold Opal,Train,1333085
Aug-20,Gold Opal,Metro,53995
Aug-20,Gold Opal,Bus,2410075
Aug-20,Gold Opal,Light Rail,132272
Aug-20,Gold Opal,Ferry,68959
Aug-20,Opal Single Ticket,Ferry,1898
Aug-20,Opal Single Ticket,Ferry,1282
Aug-20,Opal Single Ticket,Light Rail,451
Aug-20,Opal Single Ticket,Light Rail,251
Aug-20,Opal Single Ticket,Train,26791
Aug-20,Opal Single Ticket,Metro,1613
Aug-20,Opal Single Ticket,Train,16736
Aug-20,Opal Single Ticket,Metro,2142
Sep-20,Adult,Train,9172681
Sep-20,Adult,Metro,533927
Sep-20,Adult,Bus,5844392
Sep-20,Adult,Light Rail,539264
Sep-20,Adult,Ferry,192004
Sep-20,Adult,Bus,76
Sep-20,Adult,Bus,36
Sep-20,Adult,Bus,24
Sep-20,Child/Youth,Train,481158
Sep-20,Child/Youth,Metro,61501
Sep-20,Child/Youth,Bus,715957
Sep-20,Child/Youth,Light Rail,36925
Sep-20,Child/Youth,Ferry,28018
Sep-20,Opal Single Ticket,Bus,5
Sep-20,Opal Single Ticket,Bus,1
Sep-20,Opal Single Ticket,Bus,5
Sep-20,Concession,Train,836827
Sep-20,Concession,Metro,94107
Sep-20,Concession,Bus,674595
Sep-20,Concession,Light Rail,68439
Sep-20,Concession,Ferry,12944
Sep-20,CTP,Train,2433375
Sep-20,CTP,Metro,159481
Sep-20,CTP,Bus,2131509
Sep-20,CTP,Light Rail,214718
Sep-20,CTP,Ferry,104920
Sep-20,Day Pass Ticket,Train,17
Sep-20,Day Pass Ticket,Bus,1
Sep-20,Day Pass Ticket,Train,470
Sep-20,Day Pass Ticket,Metro,6
Sep-20,Day Pass Ticket,Bus,436
Sep-20,Day Pass Ticket,Light Rail,13
Sep-20,Day Pass Ticket,Ferry,4
Sep-20,Other,Train,213889
Sep-20,Other,Metro,6245
Sep-20,Other,Bus,53927
Sep-20,Other,Light Rail,4332
Sep-20,Other,Ferry,3019
Sep-20,Free Opal,Train,16910
Sep-20,Free Opal,Metro,878
Sep-20,Free Opal,Bus,23695
Sep-20,Free Opal,Light Rail,1379
Sep-20,Free Opal,Ferry,1163
Sep-20,Other,Bus,16714
Sep-20,School Opal,Train,846898
Sep-20,School Opal,Metro,80811
Sep-20,School Opal,Bus,1625421
Sep-20,School Opal,Light Rail,39608
Sep-20,School Opal,Ferry,5788
Sep-20,Gold Opal,Train,1501862
Sep-20,Gold Opal,Metro,62527
Sep-20,Gold Opal,Bus,2603832
Sep-20,Gold Opal,Light Rail,153899
Sep-20,Gold Opal,Ferry,89053
Sep-20,Opal Single Ticket,Ferry,2772
Sep-20,Opal Single Ticket,Ferry,2306
Sep-20,Opal Single Ticket,Light Rail,634
Sep-20,Opal Single Ticket,Light Rail,394
Sep-20,Opal Single Ticket,Train,31229
Sep-20,Opal Single Ticket,Metro,1676
Sep-20,Opal Single Ticket,Train,20973
Sep-20,Opal Single Ticket,Metro,2653
Oct-20,Adult,Train,9591778
Oct-20,Adult,Metro,552180
Oct-20,Adult,Bus,6006332
Oct-20,Adult,Light Rail,632151
Oct-20,Adult,Ferry,232826
Oct-20,Adult,Bus,107
Oct-20,Adult,Bus,46
Oct-20,Adult,Bus,25
Oct-20,Child/Youth,Train,638173
Oct-20,Child/Youth,Metro,80137
Oct-20,Child/Youth,Bus,838452
Oct-20,Child/Youth,Light Rail,58974
Oct-20,Child/Youth,Ferry,57850
Oct-20,Opal Single Ticket,Bus,17
Oct-20,Opal Single Ticket,Bus,10
Oct-20,Opal Single Ticket,Bus,7
Oct-20,Concession,Train,859401
Oct-20,Concession,Metro,102905
Oct-20,Concession,Bus,691561
Oct-20,Concession,Light Rail,85187
Oct-20,Concession,Ferry,14082
Oct-20,CTP,Train,2817668
Oct-20,CTP,Metro,173066
Oct-20,CTP,Bus,2395589
Oct-20,CTP,Light Rail,274808
Oct-20,CTP,Ferry,128751
Oct-20,Day Pass Ticket,Train,11
Oct-20,Day Pass Ticket,Bus,1
Oct-20,Day Pass Ticket,Ferry,4
Oct-20,Day Pass Ticket,Train,523
Oct-20,Day Pass Ticket,Metro,13
Oct-20,Day Pass Ticket,Bus,527
Oct-20,Day Pass Ticket,Light Rail,30
Oct-20,Day Pass Ticket,Ferry,20
Oct-20,Other,Train,217613
Oct-20,Other,Metro,6414
Oct-20,Other,Bus,56430
Oct-20,Other,Light Rail,5719
Oct-20,Other,Ferry,3562
Oct-20,Free Opal,Train,18019
Oct-20,Free Opal,Metro,945
Oct-20,Free Opal,Bus,24881
Oct-20,Free Opal,Light Rail,1541
Oct-20,Free Opal,Ferry,1425
Oct-20,Other,Bus,16944
Oct-20,School Opal,Train,646636
Oct-20,School Opal,Metro,63594
Oct-20,School Opal,Bus,1261371
Oct-20,School Opal,Light Rail,28522
Oct-20,School Opal,Ferry,4702
Oct-20,Gold Opal,Train,1644798
Oct-20,Gold Opal,Metro,68481
Oct-20,Gold Opal,Bus,2766738
Oct-20,Gold Opal,Light Rail,188672
Oct-20,Gold Opal,Ferry,106677
Oct-20,Opal Single Ticket,Ferry,5593
Oct-20,Opal Single Ticket,Ferry,5240
Oct-20,Opal Single Ticket,Light Rail,1075
Oct-20,Opal Single Ticket,Light Rail,866
Oct-20,Opal Single Ticket,Train,39312
Oct-20,Opal Single Ticket,Metro,2060
Oct-20,Opal Single Ticket,Train,28525
Oct-20,Opal Single Ticket,Metro,3007
Nov-20,Adult,Train,9919415
Nov-20,Adult,Metro,617476
Nov-20,Adult,Bus,6166389
Nov-20,Adult,Light Rail,685141
Nov-20,Adult,Ferry,219061
Nov-20,Adult,Bus,78
Nov-20,Adult,Bus,30
Nov-20,Adult,Bus,13
Nov-20,Child/Youth,Train,514868
Nov-20,Child/Youth,Metro,66747
Nov-20,Child/Youth,Bus,704689
Nov-20,Child/Youth,Light Rail,45912
Nov-20,Child/Youth,Ferry,28016
Nov-20,Opal Single Ticket,Bus,4
Nov-20,Opal Single Ticket,Bus,7
Nov-20,Opal Single Ticket,Bus,4
Nov-20,Concession,Train,837790
Nov-20,Concession,Metro,86880
Nov-20,Concession,Bus,678187
Nov-20,Concession,Light Rail,85355
Nov-20,Concession,Ferry,13061
Nov-20,CTP,Train,3065452
Nov-20,CTP,Metro,201491
Nov-20,CTP,Bus,2558091
Nov-20,CTP,Light Rail,314136
Nov-20,CTP,Ferry,132605
Nov-20,Day Pass Ticket,Train,29
Nov-20,Day Pass Ticket,Bus,17
Nov-20,Day Pass Ticket,Train,522
Nov-20,Day Pass Ticket,Metro,1
Nov-20,Day Pass Ticket,Bus,563
Nov-20,Day Pass Ticket,Light Rail,23
Nov-20,Day Pass Ticket,Ferry,12
Nov-20,Other,Train,226179
Nov-20,Other,Metro,7401
Nov-20,Other,Bus,59168
Nov-20,Other,Light Rail,5995
Nov-20,Other,Ferry,3443
Nov-20,Free Opal,Train,19717
Nov-20,Free Opal,Metro,1081
Nov-20,Free Opal,Bus,26771
Nov-20,Free Opal,Light Rail,1759
Nov-20,Free Opal,Ferry,1514
Nov-20,Other,Bus,17146
Nov-20,School Opal,Train,900820
Nov-20,School Opal,Metro,93904
Nov-20,School Opal,Bus,1701786
Nov-20,School Opal,Light Rail,38838
Nov-20,School Opal,Ferry,7451
Nov-20,Gold Opal,Train,1767809
Nov-20,Gold Opal,Metro,81964
Nov-20,Gold Opal,Bus,2896802
Nov-20,Gold Opal,Light Rail,213033
Nov-20,Gold Opal,Ferry,116804
Nov-20,Opal Single Ticket,Ferry,4573
Nov-20,Opal Single Ticket,Ferry,2573
Nov-20,Opal Single Ticket,Light Rail,1026
Nov-20,Opal Single Ticket,Light Rail,597
Nov-20,Opal Single Ticket,Train,41236
Nov-20,Opal Single Ticket,Metro,2462
Nov-20,Opal Single Ticket,Train,23433
Nov-20,Opal Single Ticket,Metro,2839
Dec-20,Adult,Train,9225046
Dec-20,Adult,Metro,583500
Dec-20,Adult,Bus,5739175
Dec-20,Adult,Light Rail,716948
Dec-20,Adult,Ferry,197131
Dec-20,Adult,Bus,96
Dec-20,Adult,Bus,30
Dec-20,Adult,Bus,6
Dec-20,Child/Youth,Train,635972
Dec-20,Child/Youth,Metro,94959
Dec-20,Child/Youth,Bus,800460
Dec-20,Child/Youth,Light Rail,64923
Dec-20,Child/Youth,Ferry,34165
Dec-20,Opal Single Ticket,Bus,1
Dec-20,Opal Single Ticket,Bus,6
Dec-20,Opal Single Ticket,Bus,2
Dec-20,Concession,Train,756484
Dec-20,Concession,Metro,78503
Dec-20,Concession,Bus,580697
Dec-20,Concession,Light Rail,71350
Dec-20,Concession,Ferry,11777
Dec-20,CTP,Train,3091734
Dec-20,CTP,Metro,215788
Dec-20,CTP,Bus,2549345
Dec-20,CTP,Light Rail,350597
Dec-20,CTP,Ferry,126639
Dec-20,Day Pass Ticket,Train,12
Dec-20,Day Pass Ticket,Bus,11
Dec-20,Day Pass Ticket,Light Rail,2
Dec-20,Day Pass Ticket,Train,641
Dec-20,Day Pass Ticket,Metro,9
Dec-20,Day Pass Ticket,Bus,618
Dec-20,Day Pass Ticket,Light Rail,21
Dec-20,Day Pass Ticket,Ferry,15
Dec-20,Other,Train,226494
Dec-20,Other,Metro,7699
Dec-20,Other,Bus,56361
Dec-20,Other,Light Rail,6826
Dec-20,Other,Ferry,2932
Dec-20,Free Opal,Train,18057
Dec-20,Free Opal,Metro,1082
Dec-20,Free Opal,Bus,25512
Dec-20,Free Opal,Light Rail,1830
Dec-20,Free Opal,Ferry,1292
Dec-20,Other,Bus,17201
Dec-20,School Opal,Train,429805
Dec-20,School Opal,Metro,51121
Dec-20,School Opal,Bus,780929
Dec-20,School Opal,Light Rail,20519
Dec-20,School Opal,Ferry,4291
Dec-20,Gold Opal,Train,1706291
Dec-20,Gold Opal,Metro,77723
Dec-20,Gold Opal,Bus,2841423
Dec-20,Gold Opal,Light Rail,216952
Dec-20,Gold Opal,Ferry,93970
Dec-20,Opal Single Ticket,Ferry,5608
Dec-20,Opal Single Ticket,Ferry,3470
Dec-20,Opal Single Ticket,Light Rail,1418
Dec-20,Opal Single Ticket,Light Rail,860
Dec-20,Opal Single Ticket,Train,51766
Dec-20,Opal Single Ticket,Metro,3080
Dec-20,Opal Single Ticket,Train,31494
Dec-20,Opal Single Ticket,Metro,4100
Jan-21,Adult,Train,7869191
Jan-21,Adult,Metro,489531
Jan-21,Adult,Bus,5148624
Jan-21,Adult,Light Rail,627839
Jan-21,Adult,Ferry,211318
Jan-21,Adult,Bus,61
Jan-21,Adult,Bus,23
Jan-21,Adult,Bus,9
Jan-21,Child/Youth,Train,715610
Jan-21,Child/Youth,Metro,105764
Jan-21,Child/Youth,Bus,887024
Jan-21,Child/Youth,Light Rail,77802
Jan-21,Child/Youth,Ferry,62949
Jan-21,Opal Single Ticket,Bus,17
Jan-21,Opal Single Ticket,Bus,2
Jan-21,Concession,Train,628940
Jan-21,Concession,Metro,67660
Jan-21,Concession,Bus,499048
Jan-21,Concession,Light Rail,64830
Jan-21,Concession,Ferry,13986
Jan-21,CTP,Train,2686459
Jan-21,CTP,Metro,180974
Jan-21,CTP,Bus,2416896
Jan-21,CTP,Light Rail,309592
Jan-21,CTP,Ferry,141585
Jan-21,Day Pass Ticket,Train,1
Jan-21,Day Pass Ticket,Bus,2
Jan-21,Day Pass Ticket,Ferry,1
Jan-21,Day Pass Ticket,Train,721
Jan-21,Day Pass Ticket,Metro,6
Jan-21,Day Pass Ticket,Bus,604
Jan-21,Day Pass Ticket,Light Rail,27
Jan-21,Day Pass Ticket,Ferry,18
Jan-21,Other,Train,205188
Jan-21,Other,Metro,6574
Jan-21,Other,Bus,48782
Jan-21,Other,Light Rail,5735
Jan-21,Other,Ferry,3292
Jan-21,Free Opal,Train,13909
Jan-21,Free Opal,Metro,812
Jan-21,Free Opal,Bus,21806
Jan-21,Free Opal,Light Rail,1690
Jan-21,Free Opal,Ferry,1329
Jan-21,Other,Bus,15373
Jan-21,School Opal,Train,50576
Jan-21,School Opal,Metro,5223
Jan-21,School Opal,Bus,81935
Jan-21,School Opal,Light Rail,2499
Jan-21,School Opal,Ferry,730
Jan-21,Gold Opal,Train,1384427
Jan-21,Gold Opal,Metro,62489
Jan-21,Gold Opal,Bus,2447119
Jan-21,Gold Opal,Light Rail,181710
Jan-21,Gold Opal,Ferry,94831
Jan-21,Opal Single Ticket,Ferry,4247
Jan-21,Opal Single Ticket,Ferry,4985
Jan-21,Opal Single Ticket,Light Rail,918
Jan-21,Opal Single Ticket,Light Rail,987
Jan-21,Opal Single Ticket,Train,31739
Jan-21,Opal Single Ticket,Metro,1901
Jan-21,Opal Single Ticket,Train,29775
Jan-21,Opal Single Ticket,Metro,3751
Feb-21,Adult,Train,9681207
Feb-21,Adult,Metro,642411
Feb-21,Adult,Bus,5907430
Feb-21,Adult,Light Rail,759987
Feb-21,Adult,Ferry,218010
Feb-21,Adult,Bus,152
Feb-21,Adult,Bus,33
Feb-21,Adult,Bus,11
Feb-21,Child/Youth,Train,556563
Feb-21,Child/Youth,Metro,77584
Feb-21,Child/Youth,Bus,737454
Feb-21,Child/Youth,Light Rail,67431
