Year_Month,Card Type,Travel_Mode,Trip
Dec-17,Concession,Bus,1066654
Dec-17,Concession,Light Rail,28319
Dec-17,Concession,Ferry,28201
Dec-17,CTP,Ferry,2307
Dec-17,Day Pass Ticket,Bus,2
Dec-17,Other,Train,254579
Dec-17,Other,Bus,69644
Dec-17,Other,Light Rail,1
Dec-17,Other,Ferry,5165
Dec-17,Free Opal,Train,26829
Dec-17,Free Opal,Bus,35334
Dec-17,Free Opal,Light Rail,852
Dec-17,Free Opal,Ferry,2099
Dec-17,School Opal,Train,385688
Dec-17,School Opal,Bus,926795
Dec-17,School Opal,Light Rail,1860
Dec-17,School Opal,Ferry,988
Dec-17,Gold Opal,Train,2749627
Dec-17,Gold Opal,Bus,3927879
Dec-17,Gold Opal,Light Rail,148175
Dec-17,Gold Opal,Ferry,185440
Dec-17,Opal Single Ticket,Ferry,75067
Dec-17,Opal Single Ticket,Ferry,18807
Dec-17,Opal Single Ticket,Light Rail,5741
Dec-17,Opal Single Ticket,Light Rail,1399
Dec-17,Opal Single Ticket,Train,396404
Dec-17,Opal Single Ticket,Train,94481
Jan-18,Adult,Train,22118391
Jan-18,Adult,Bus,13665898
Jan-18,Adult,Light Rail,142036
Jan-18,Adult,Ferry,1112314
Jan-18,Adult,Bus,144931
Jan-18,Adult,Bus,80665
Jan-18,Adult,Bus,29410
Jan-18,Child/Youth,Train,1491713
Jan-18,Child/Youth,Bus,1559929
Jan-18,Child/Youth,Light Rail,14275
Jan-18,Child/Youth,Ferry,199548
Jan-18,Opal Single Ticket,Bus,49176
Jan-18,Opal Single Ticket,Bus,40857
Jan-18,Opal Single Ticket,Bus,12535
Jan-18,Concession,Train,1278438
Jan-18,Concession,Bus,1022052
Jan-18,Concession,Light Rail,6681
Jan-18,Concession,Ferry,29192
Jan-18,CTP,Ferry,2466
Jan-18,Day Pass Ticket,Train,1
Jan-18,Other,Train,237035
Jan-18,Other,Bus,67410
Jan-18,Other,Ferry,6262
Jan-18,Free Opal,Train,24340
Jan-18,Free Opal,Bus,34628
Jan-18,Free Opal,Light Rail,194
Jan-18,Free Opal,Ferry,2417
Jan-18,Other,Bus,232
Jan-18,Other,Bus,24389
Jan-18,School Opal,Train,80493
Jan-18,School Opal,Bus,186979
Jan-18,School Opal,Light Rail,441
Jan-18,School Opal,Ferry,252
Jan-18,Gold Opal,Train,2550328
Jan-18,Gold Opal,Bus,3857789
Jan-18,Gold Opal,Light Rail,28435
Jan-18,Gold Opal,Ferry,220589
Jan-18,Opal Single Ticket,Ferry,79580
Jan-18,Opal Single Ticket,Ferry,23423
Jan-18,Opal Single Ticket,Light Rail,1211
Jan-18,Opal Single Ticket,Light Rail,447
Jan-18,Opal Single Ticket,Train,317462
Jan-18,Opal Single Ticket,Train,88665
Feb-18,Adult,Train,23096119
Feb-18,Adult,Bus,14158256
Feb-18,Adult,Light Rail,550240
Feb-18,Adult,Ferry,902195
Feb-18,Adult,Bus,135021
Feb-18,Adult,Bus,72765
Feb-18,Adult,Bus,25901
Feb-18,Child/Youth,Train,1013582
Feb-18,Child/Youth,Bus,1271723
Feb-18,Child/Youth,Light Rail,35485
Feb-18,Child/Youth,Ferry,65080
Feb-18,Opal Single Ticket,Bus,28631
Feb-18,Opal Single Ticket,Bus,19424
Feb-18,Opal Single Ticket,Bus,5413
Feb-18,Concession,Train,1546266
Feb-18,Concession,Bus,1275676
Feb-18,Concession,Light Rail,26363
Feb-18,Concession,Ferry,24733
Feb-18,CTP,Ferry,2069
Feb-18,Other,Train,259220
Feb-18,Other,Bus,71212
Feb-18,Other,Ferry,4994
Feb-18,Free Opal,Train,27068
Feb-18,Free Opal,Bus,36666
Feb-18,Free Opal,Light Rail,793
Feb-18,Free Opal,Ferry,2129
Feb-18,Other,Bus,672
Feb-18,Other,Bus,55421
Feb-18,School Opal,Train,1071662
Feb-18,School Opal,Bus,2701483
Feb-18,School Opal,Light Rail,6277
Feb-18,School Opal,Ferry,2904
Feb-18,Gold Opal,Train,2656033
Feb-18,Gold Opal,Bus,3956457
Feb-18,Gold Opal,Light Rail,135060
Feb-18,Gold Opal,Ferry,184482
Feb-18,Opal Single Ticket,Ferry,63773
Feb-18,Opal Single Ticket,Ferry,8079
Feb-18,Opal Single Ticket,Light Rail,4590
Feb-18,Opal Single Ticket,Light Rail,737
Feb-18,Opal Single Ticket,Train,314269
Feb-18,Opal Single Ticket,Train,51872
Mar-18,Adult,Train,26186985
Mar-18,Adult,Bus,15671919
Mar-18,Adult,Light Rail,615888
Mar-18,Adult,Ferry,977515
Mar-18,Adult,Bus,149812
Mar-18,Adult,Bus,81989
Mar-18,Adult,Bus,28085
Mar-18,Child/Youth,Train,1149786
Mar-18,Child/Youth,Bus,1325239
Mar-18,Child/Youth,Light Rail,35724
Mar-18,Child/Youth,Ferry,77736
Mar-18,Opal Single Ticket,Bus,33439
Mar-18,Opal Single Ticket,Bus,22468
Mar-18,Opal Single Ticket,Bus,6274
Mar-18,Concession,Train,2756796
Mar-18,Concession,Bus,2271925
Mar-18,Concession,Light Rail,34138
Mar-18,Concession,Ferry,32530
Mar-18,CTP,Light Rail,3018
Mar-18,CTP,Ferry,14690
Mar-18,Day Pass Ticket,Train,4
Mar-18,Day Pass Ticket,Bus,17
Mar-18,Day Pass Ticket,Train,32
Mar-18,Day Pass Ticket,Bus,45
Mar-18,Other,Train,289223
Mar-18,Other,Bus,77210
Mar-18,Other,Ferry,4829
Mar-18,Free Opal,Train,30090
Mar-18,Free Opal,Bus,40280
Mar-18,Free Opal,Light Rail,860
Mar-18,Free Opal,Ferry,2048
Mar-18,Other,Bus,1049
Mar-18,Other,Bus,64634
Mar-18,School Opal,Train,1154541
Mar-18,School Opal,Bus,2983327
Mar-18,School Opal,Light Rail,5884
Mar-18,School Opal,Ferry,2544
Mar-18,Gold Opal,Train,2976317
Mar-18,Gold Opal,Bus,4303012
Mar-18,Gold Opal,Light Rail,143404
Mar-18,Gold Opal,Ferry,200909
Mar-18,Opal Single Ticket,Ferry,61722
Mar-18,Opal Single Ticket,Ferry,10095
Mar-18,Opal Single Ticket,Light Rail,4325
Mar-18,Opal Single Ticket,Light Rail,648
Mar-18,Opal Single Ticket,Train,361338
Mar-18,Opal Single Ticket,Train,62376
Apr-18,Adult,Train,23988605
Apr-18,Adult,Bus,14183574
Apr-18,Adult,Light Rail,586057
Apr-18,Adult,Ferry,982513
Apr-18,Adult,Bus,139901
Apr-18,Adult,Bus,75101
Apr-18,Adult,Bus,25295
Apr-18,Child/Youth,Train,1375098
Apr-18,Child/Youth,Bus,1426034
Apr-18,Child/Youth,Light Rail,48611
Apr-18,Child/Youth,Ferry,156154
Apr-18,Opal Single Ticket,Bus,41733
Apr-18,Opal Single Ticket,Bus,32744
Apr-18,Opal Single Ticket,Bus,9079
Apr-18,Concession,Train,2206207
Apr-18,Concession,Bus,1787676
Apr-18,Concession,Light Rail,28950
Apr-18,Concession,Ferry,29908
Apr-18,CTP,Light Rail,6047
Apr-18,CTP,Ferry,20559
Apr-18,Day Pass Ticket,Train,6
Apr-18,Day Pass Ticket,Bus,8
Apr-18,Day Pass Ticket,Train,102
Apr-18,Day Pass Ticket,Bus,111
Apr-18,Other,Train,262786
Apr-18,Other,Bus,70833
Apr-18,Other,Light Rail,1
Apr-18,Other,Ferry,4990
Apr-18,Free Opal,Train,28378
Apr-18,Free Opal,Bus,36465
Apr-18,Free Opal,Light Rail,887
Apr-18,Free Opal,Ferry,2131
Apr-18,Other,Bus,1319
Apr-18,Other,Bus,41889
Apr-18,School Opal,Train,491342
Apr-18,School Opal,Bus,1243894
Apr-18,School Opal,Light Rail,2521
Apr-18,School Opal,Ferry,1064
Apr-18,Gold Opal,Train,2776197
Apr-18,Gold Opal,Bus,3949337
Apr-18,Gold Opal,Light Rail,151012
Apr-18,Gold Opal,Ferry,214610
Apr-18,Opal Single Ticket,Ferry,54494
Apr-18,Opal Single Ticket,Ferry,16375
Apr-18,Opal Single Ticket,Light Rail,3698
Apr-18,Opal Single Ticket,Light Rail,1173
Apr-18,Opal Single Ticket,Train,303161
Apr-18,Opal Single Ticket,Train,80284
May-18,Adult,Train,27561815
May-18,Adult,Bus,15824004
May-18,Adult,Light Rail,627483
May-18,Adult,Ferry,828410
May-18,Adult,Bus,138667
May-18,Adult,Bus,73371
May-18,Adult,Bus,24464
May-18,Child/Youth,Train,960677
May-18,Child/Youth,Bus,1184699
May-18,Child/Youth,Light Rail,34958
May-18,Child/Youth,Ferry,66680
May-18,Opal Single Ticket,Bus,29882
May-18,Opal Single Ticket,Bus,19692
May-18,Opal Single Ticket,Bus,5125
May-18,Concession,Train,2700245
May-18,Concession,Bus,2210352
May-18,Concession,Light Rail,30938
May-18,Concession,Ferry,27719
May-18,CTP,Light Rail,7480
May-18,CTP,Ferry,18440
May-18,Day Pass Ticket,Train,16
May-18,Day Pass Ticket,Bus,29
May-18,Day Pass Ticket,Train,190
May-18,Day Pass Ticket,Bus,206
May-18,Day Pass Ticket,Light Rail,1
May-18,Other,Train,320124
May-18,Other,Bus,79814
May-18,Other,Ferry,5203
May-18,Free Opal,Train,32251
May-18,Free Opal,Bus,41549
May-18,Free Opal,Light Rail,910
May-18,Free Opal,Ferry,2178
May-18,Other,Bus,1782
May-18,Other,Bus,66092
May-18,School Opal,Train,1304566
May-18,School Opal,Bus,3252145
May-18,School Opal,Light Rail,8352
May-18,School Opal,Ferry,3347
May-18,Gold Opal,Train,3076313
May-18,Gold Opal,Bus,4400482
May-18,Gold Opal,Light Rail,144297
May-18,Gold Opal,Ferry,201001
May-18,Opal Single Ticket,Ferry,40546
May-18,Opal Single Ticket,Ferry,6662
May-18,Opal Single Ticket,Light Rail,3668
May-18,Opal Single Ticket,Light Rail,640
May-18,Opal Single Ticket,Train,311005
May-18,Opal Single Ticket,Train,55363
Jun-18,Adult,Train,24997620
Jun-18,Adult,Bus,14071974
Jun-18,Adult,Light Rail,617941
Jun-18,Adult,Ferry,769271
Jun-18,Adult,Bus,119147
Jun-18,Adult,Bus,62524
Jun-18,Adult,Bus,20712
Jun-18,Child/Youth,Train,1084919
Jun-18,Child/Youth,Bus,1113371
Jun-18,Child/Youth,Light Rail,39212
Jun-18,Child/Youth,Ferry,91982
Jun-18,Opal Single Ticket,Bus,26701
Jun-18,Opal Single Ticket,Bus,18362
Jun-18,Opal Single Ticket,Bus,5138
Jun-18,Concession,Train,1925573
Jun-18,Concession,Bus,1499845
Jun-18,Concession,Light Rail,32095
Jun-18,Concession,Ferry,24723
Jun-18,CTP,Light Rail,7660
Jun-18,CTP,Ferry,20957
Jun-18,Day Pass Ticket,Train,3
Jun-18,Day Pass Ticket,Bus,4
Jun-18,Day Pass Ticket,Train,218
Jun-18,Day Pass Ticket,Bus,216
Jun-18,Day Pass Ticket,Light Rail,1
Jun-18,Other,Train,291309
Jun-18,Other,Bus,71909
Jun-18,Other,Light Rail,1
Jun-18,Other,Ferry,4474
Jun-18,Free Opal,Train,29136
Jun-18,Free Opal,Bus,37474
Jun-18,Free Opal,Light Rail,761
Jun-18,Free Opal,Ferry,1969
Jun-18,Other,Bus,1896
Jun-18,Other,Bus,56620
Jun-18,School Opal,Train,1094868
Jun-18,School Opal,Bus,2654907
Jun-18,School Opal,Light Rail,6613
Jun-18,School Opal,Ferry,4600
Jun-18,Gold Opal,Train,2811670
Jun-18,Gold Opal,Bus,3898801
Jun-18,Gold Opal,Light Rail,139229
Jun-18,Gold Opal,Ferry,171076
Jun-18,Opal Single Ticket,Ferry,39564
Jun-18,Opal Single Ticket,Ferry,11086
Jun-18,Opal Single Ticket,Light Rail,3644
Jun-18,Opal Single Ticket,Light Rail,792
Jun-18,Opal Single Ticket,Train,304921
Jun-18,Opal Single Ticket,Train,64108
Jul-18,Adult,Train,25719570
Jul-18,Adult,Bus,14663512
Jul-18,Adult,Light Rail,623308
Jul-18,Adult,Ferry,842678
Jul-18,Adult,Bus,125994
Jul-18,Adult,Bus,71134
Jul-18,Adult,Bus,21913
Jul-18,Child/Youth,Train,1441083
Jul-18,Child/Youth,Bus,1478229
Jul-18,Child/Youth,Light Rail,53864
Jul-18,Child/Youth,Ferry,153090
Jul-18,Opal Single Ticket,Bus,41280
Jul-18,Opal Single Ticket,Bus,31772
Jul-18,Opal Single Ticket,Bus,8494
Jul-18,Concession,Train,1764348
Jul-18,Concession,Bus,1385605
Jul-18,Concession,Light Rail,29101
Jul-18,Concession,Ferry,25100
Jul-18,CTP,Light Rail,9016
Jul-18,CTP,Ferry,15079
Jul-18,Day Pass Ticket,Train,11
Jul-18,Day Pass Ticket,Bus,10
Jul-18,Day Pass Ticket,Train,295
Jul-18,Day Pass Ticket,Bus,263
Jul-18,Day Pass Ticket,Ferry,5
Jul-18,Other,Train,294039
Jul-18,Other,Bus,75107
Jul-18,Other,Light Rail,21
Jul-18,Other,Ferry,4458
Jul-18,Free Opal,Train,31329
Jul-18,Free Opal,Bus,40049
Jul-18,Free Opal,Light Rail,779
Jul-18,Free Opal,Ferry,2174
Jul-18,Other,Bus,4117
Jul-18,Other,Bus,37643
Jul-18,School Opal,Train,545831
Jul-18,School Opal,Bus,1360830
Jul-18,School Opal,Light Rail,3089
Jul-18,School Opal,Ferry,2101
Jul-18,Gold Opal,Train,2906558
Jul-18,Gold Opal,Bus,4136888
Jul-18,Gold Opal,Light Rail,137015
Jul-18,Gold Opal,Ferry,187491
Jul-18,Opal Single Ticket,Ferry,44585
Jul-18,Opal Single Ticket,Ferry,17510
Jul-18,Opal Single Ticket,Light Rail,3170
Jul-18,Opal Single Ticket,Light Rail,1101
Jul-18,Opal Single Ticket,Train,273148
Jul-18,Opal Single Ticket,Train,77382
Aug-18,Adult,Train,27068989
Aug-18,Adult,Bus,15671796
Aug-18,Adult,Light Rail,635271
Aug-18,Adult,Ferry,756150
Aug-18,Adult,Bus,117518
Aug-18,Adult,Bus,66263
Aug-18,Adult,Bus,20627
Aug-18,Child/Youth,Train,982120
Aug-18,Child/Youth,Bus,1210309
Aug-18,Child/Youth,Light Rail,38176
Aug-18,Child/Youth,Ferry,77616
Aug-18,Opal Single Ticket,Bus,28189
Aug-18,Opal Single Ticket,Bus,18873
Aug-18,Opal Single Ticket,Bus,4924
Aug-18,Concession,Train,2740748
Aug-18,Concession,Bus,2255143
Aug-18,Concession,Light Rail,33463
Aug-18,Concession,Ferry,24487
Aug-18,CTP,Light Rail,9575
Aug-18,CTP,Ferry,14406
Aug-18,Day Pass Ticket,Train,14
Aug-18,Day Pass Ticket,Bus,15
Aug-18,Day Pass Ticket,Train,312
Aug-18,Day Pass Ticket,Bus,294
Aug-18,Day Pass Ticket,Ferry,4
Aug-18,Other,Train,302280
Aug-18,Other,Bus,84601
Aug-18,Other,Light Rail,916
Aug-18,Other,Ferry,3771
Aug-18,Free Opal,Train,32190
Aug-18,Free Opal,Bus,42673
Aug-18,Free Opal,Light Rail,912
Aug-18,Free Opal,Ferry,1908
Aug-18,Other,Bus,4888
Aug-18,Other,Bus,68810
Aug-18,School Opal,Train,1254541
Aug-18,School Opal,Bus,3043783
Aug-18,School Opal,Light Rail,8120
Aug-18,School Opal,Ferry,5605
Aug-18,Gold Opal,Train,2992574
Aug-18,Gold Opal,Bus,4327181
Aug-18,Gold Opal,Light Rail,137236
Aug-18,Gold Opal,Ferry,168088
Aug-18,Opal Single Ticket,Ferry,41119
Aug-18,Opal Single Ticket,Ferry,10037
Aug-18,Opal Single Ticket,Light Rail,3475
Aug-18,Opal Single Ticket,Light Rail,645
Aug-18,Opal Single Ticket,Train,286608
Aug-18,Opal Single Ticket,Train,53424
Sep-18,Adult,Train,25212167
Sep-18,Adult,Bus,14506860
Sep-18,Adult,Light Rail,618552
Sep-18,Adult,Ferry,781681
Sep-18,Adult,Bus,108216
Sep-18,Adult,Bus,60426
Sep-18,Adult,Bus,19918
Sep-18,Child/Youth,Train,1041145
Sep-18,Child/Youth,Bus,1174339
Sep-18,Child/Youth,Light Rail,37820
Sep-18,Child/Youth,Ferry,83827
Sep-18,Opal Single Ticket,Bus,27904
Sep-18,Opal Single Ticket,Bus,19441
Sep-18,Opal Single Ticket,Bus,5161
Sep-18,Concession,Train,2168858
Sep-18,Concession,Bus,1761178
Sep-18,Concession,Light Rail,30445
Sep-18,Concession,Ferry,22900
Sep-18,CTP,Light Rail,9945
Sep-18,CTP,Ferry,13924
Sep-18,Day Pass Ticket,Train,9
Sep-18,Day Pass Ticket,Bus,7
Sep-18,Day Pass Ticket,Train,319
Sep-18,Day Pass Ticket,Bus,259
Sep-18,Day Pass Ticket,Light Rail,1
Sep-18,Day Pass Ticket,Ferry,1
Sep-18,Other,Train,283396
Sep-18,Other,Bus,81888
Sep-18,Other,Light Rail,1189
Sep-18,Other,Ferry,4119
Sep-18,Free Opal,Train,30433
Sep-18,Free Opal,Bus,38771
Sep-18,Free Opal,Light Rail,761
Sep-18,Free Opal,Ferry,2004
Sep-18,Other,Bus,4679
Sep-18,Other,Bus,66227
Sep-18,School Opal,Train,1093627
Sep-18,School Opal,Bus,2566165
Sep-18,School Opal,Light Rail,7017
Sep-18,School Opal,Ferry,4833
Sep-18,Gold Opal,Train,2853772
Sep-18,Gold Opal,Bus,4000218
Sep-18,Gold Opal,Light Rail,137410
Sep-18,Gold Opal,Ferry,170563
Sep-18,Opal Single Ticket,Ferry,41289
Sep-18,Opal Single Ticket,Ferry,8921
Sep-18,Opal Single Ticket,Light Rail,3362
Sep-18,Opal Single Ticket,Light Rail,594
Sep-18,Opal Single Ticket,Train,284117
Sep-18,Opal Single Ticket,Train,53639
Oct-18,Adult,Train,26675966
Oct-18,Adult,Bus,15736379
Oct-18,Adult,Light Rail,609091
Oct-18,Adult,Ferry,761780
Oct-18,Adult,Bus,115049
Oct-18,Adult,Bus,63772
Oct-18,Adult,Bus,21456
Oct-18,Child/Youth,Train,1220318
Oct-18,Child/Youth,Bus,1418158
Oct-18,Child/Youth,Light Rail,39129
Oct-18,Child/Youth,Ferry,91168
Oct-18,Opal Single Ticket,Bus,34527
Oct-18,Opal Single Ticket,Bus,25996
Oct-18,Opal Single Ticket,Bus,7029
Oct-18,Concession,Train,2223132
Oct-18,Concession,Bus,1824756
Oct-18,Concession,Light Rail,27585
Oct-18,Concession,Ferry,20365
Oct-18,CTP,Light Rail,10940
Oct-18,CTP,Ferry,16320
Oct-18,Day Pass Ticket,Train,10
Oct-18,Day Pass Ticket,Bus,8
Oct-18,Day Pass Ticket,Train,374
Oct-18,Day Pass Ticket,Bus,369
Oct-18,Day Pass Ticket,Light Rail,2
Oct-18,Day Pass Ticket,Ferry,3
Oct-18,Other,Train,311734
Oct-18,Other,Bus,88362
Oct-18,Other,Light Rail,1275
Oct-18,Other,Ferry,3997
Oct-18,Free Opal,Train,35210
Oct-18,Free Opal,Bus,41366
Oct-18,Free Opal,Light Rail,788
Oct-18,Free Opal,Ferry,1976
Oct-18,Other,Bus,5295
Oct-18,Other,Bus,81377
Oct-18,School Opal,Train,692192
Oct-18,School Opal,Bus,1721983
Oct-18,School Opal,Light Rail,4384
Oct-18,School Opal,Ferry,2911
Oct-18,Gold Opal,Train,2975395
Oct-18,Gold Opal,Bus,4228361
Oct-18,Gold Opal,Light Rail,130612
Oct-18,Gold Opal,Ferry,171082
Oct-18,Opal Single Ticket,Ferry,45136
Oct-18,Opal Single Ticket,Ferry,9845
Oct-18,Opal Single Ticket,Light Rail,2881
Oct-18,Opal Single Ticket,Light Rail,624
Oct-18,Opal Single Ticket,Train,304980
Oct-18,Opal Single Ticket,Train,62339
Nov-18,Adult,Train,27025348
Nov-18,Adult,Bus,16168800
Nov-18,Adult,Light Rail,625784
Nov-18,Adult,Ferry,890859
Nov-18,Adult,Bus,118254
Nov-18,Adult,Bus,66378
Nov-18,Adult,Bus,21421
Nov-18,Child/Youth,Train,1033964
Nov-18,Child/Youth,Bus,1248624
Nov-18,Child/Youth,Light Rail,37283
Nov-18,Child/Youth,Ferry,74587
Nov-18,Opal Single Ticket,Bus,28168
Nov-18,Opal Single Ticket,Bus,19078
Nov-18,Opal Single Ticket,Bus,5046
Nov-18,Concession,Train,1798391
Nov-18,Concession,Bus,1440331
Nov-18,Concession,Light Rail,29136
Nov-18,Concession,Ferry,23239
Nov-18,CTP,Train,29061
Nov-18,CTP,Light Rail,12894
Nov-18,CTP,Ferry,20715
Nov-18,Day Pass Ticket,Train,11
Nov-18,Day Pass Ticket,Bus,25
Nov-18,Day Pass Ticket,Train,459
Nov-18,Day Pass Ticket,Bus,489
Nov-18,Day Pass Ticket,Light Rail,2
Nov-18,Day Pass Ticket,Ferry,4
Nov-18,Other,Train,319734
Nov-18,Other,Bus,91102
Nov-18,Other,Light Rail,1300
Nov-18,Other,Ferry,4554
Nov-18,Free Opal,Train,35582
Nov-18,Free Opal,Bus,42416
Nov-18,Free Opal,Light Rail,888
Nov-18,Free Opal,Ferry,2079
Nov-18,Other,Bus,5377
Nov-18,Other,Bus,174528
Nov-18,School Opal,Train,1152486
Nov-18,School Opal,Bus,2817780
Nov-18,School Opal,Light Rail,7228
Nov-18,School Opal,Ferry,4822
Nov-18,Gold Opal,Train,3037349
Nov-18,Gold Opal,Bus,4382870
Nov-18,Gold Opal,Light Rail,136671
Nov-18,Gold Opal,Ferry,185824
Nov-18,Opal Single Ticket,Ferry,51364
Nov-18,Opal Single Ticket,Ferry,6894
Nov-18,Opal Single Ticket,Light Rail,2752
Nov-18,Opal Single Ticket,Light Rail,330
Nov-18,Opal Single Ticket,Train,321285
Nov-18,Opal Single Ticket,Train,49652
Dec-18,Adult,Train,23050018
Dec-18,Adult,Bus,14104676
Dec-18,Adult,Light Rail,610683
Dec-18,Adult,Ferry,1019143
Dec-18,Adult,Bus,112904
Dec-18,Adult,Bus,63021
Dec-18,Adult,Bus,21892
Dec-18,Child/Youth,Train,1319800
Dec-18,Child/Youth,Bus,1423439
Dec-18,Child/Youth,Light Rail,45017
Dec-18,Child/Youth,Ferry,137948
Dec-18,Opal Single Ticket,Bus,32811
Dec-18,Opal Single Ticket,Bus,25849
Dec-18,Opal Single Ticket,Bus,7956
Dec-18,Concession,Train,1345643
Dec-18,Concession,Bus,1021477
Dec-18,Concession,Light Rail,24245
Dec-18,Concession,Ferry,24831
Dec-18,CTP,Train,400255
Dec-18,CTP,Light Rail,19441
Dec-18,CTP,Ferry,45727
Dec-18,Day Pass Ticket,Train,6
Dec-18,Day Pass Ticket,Bus,29
Dec-18,Day Pass Ticket,Train,366
Dec-18,Day Pass Ticket,Bus,426
Dec-18,Day Pass Ticket,Light Rail,1
Dec-18,Day Pass Ticket,Ferry,4
Dec-18,Other,Train,272003
Dec-18,Other,Bus,82198
Dec-18,Other,Light Rail,1259
Dec-18,Other,Ferry,5371
Dec-18,Free Opal,Train,29670
Dec-18,Free Opal,Bus,38642
Dec-18,Free Opal,Light Rail,858
Dec-18,Free Opal,Ferry,2110
Dec-18,Other,Bus,6439
Dec-18,Other,Bus,65839
Dec-18,School Opal,Train,512431
Dec-18,School Opal,Bus,1248913
Dec-18,School Opal,Light Rail,2917
Dec-18,School Opal,Ferry,2594
Dec-18,Gold Opal,Train,2815946
Dec-18,Gold Opal,Bus,4089027
Dec-18,Gold Opal,Light Rail,140990
Dec-18,Gold Opal,Ferry,187090
Dec-18,Opal Single Ticket,Ferry,62404
Dec-18,Opal Single Ticket,Ferry,16424
Dec-18,Opal Single Ticket,Light Rail,3036
Dec-18,Opal Single Ticket,Light Rail,711
Dec-18,Opal Single Ticket,Train,306621
Dec-18,Opal Single Ticket,Train,71697
Jan-19,Adult,Train,23174619
Jan-19,Adult,Bus,14752879
Jan-19,Adult,Light Rail,440804
Jan-19,Adult,Ferry,1027527
Jan-19,Adult,Bus,110735
Jan-19,Adult,Bus,61336
Jan-19,Adult,Bus,20411
Jan-19,Child/Youth,Train,1511478
Jan-19,Child/Youth,Bus,1653909
Jan-19,Child/Youth,Light Rail,42875
Jan-19,Child/Youth,Ferry,196867
Jan-19,Opal Single Ticket,Bus,38810
Jan-19,Opal Single Ticket,Bus,31393
Jan-19,Opal Single Ticket,Bus,9539
Jan-19,Concession,Train,1291370
Jan-19,Concession,Bus,1004593
Jan-19,Concession,Light Rail,18357
Jan-19,Concession,Ferry,26120
Jan-19,CTP,Train,559514
Jan-19,CTP,Light Rail,18576
Jan-19,CTP,Ferry,58537
Jan-19,Day Pass Ticket,Train,15
Jan-19,Day Pass Ticket,Bus,18
Jan-19,Day Pass Ticket,Train,493
Jan-19,Day Pass Ticket,Bus,725
Jan-19,Day Pass Ticket,Light Rail,4
Jan-19,Day Pass Ticket,Ferry,8
Jan-19,Other,Train,274738
Jan-19,Other,Bus,85279
Jan-19,Other,Light Rail,896
Jan-19,Other,Ferry,5535
Jan-19,Free Opal,Train,29386
Jan-19,Free Opal,Bus,38510
Jan-19,Free Opal,Light Rail,593
Jan-19,Free Opal,Ferry,2397
Jan-19,Other,Bus,7041
Jan-19,Other,Bus,48037
Jan-19,School Opal,Train,88704
Jan-19,School Opal,Bus,205934
Jan-19,School Opal,Light Rail,560
Jan-19,School Opal,Ferry,496
Jan-19,Gold Opal,Train,2671807
Jan-19,Gold Opal,Bus,3970989
Jan-19,Gold Opal,Light Rail,100259
Jan-19,Gold Opal,Ferry,222000
Jan-19,Opal Single Ticket,Ferry,61360
Jan-19,Opal Single Ticket,Ferry,19149
Jan-19,Opal Single Ticket,Light Rail,1740
Jan-19,Opal Single Ticket,Light Rail,569
Jan-19,Opal Single Ticket,Train,250355
Jan-19,Opal Single Ticket,Train,73085
Feb-19,Adult,Train,24235381
Feb-19,Adult,Bus,15426206
Feb-19,Adult,Light Rail,613130
Feb-19,Adult,Ferry,876044
Feb-19,Adult,Bus,99772
Feb-19,Adult,Bus,54290
Feb-19,Adult,Bus,17375
Feb-19,Child/Youth,Train,1030042
Feb-19,Child/Youth,Bus,1357664
Feb-19,Child/Youth,Light Rail,42123
Feb-19,Child/Youth,Ferry,67142
Feb-19,Opal Single Ticket,Bus,21631
Feb-19,Opal Single Ticket,Bus,15276
Feb-19,Opal Single Ticket,Bus,4340
Feb-19,Concession,Train,1692708
Feb-19,Concession,Bus,1415444
Feb-19,Concession,Light Rail,29066
Feb-19,Concession,Ferry,23079
Feb-19,CTP,Train,612866
Feb-19,CTP,Light Rail,25195
Feb-19,CTP,Ferry,47051
Feb-19,Day Pass Ticket,Train,15
Feb-19,Day Pass Ticket,Bus,46
Feb-19,Day Pass Ticket,Train,502
Feb-19,Day Pass Ticket,Bus,659
Feb-19,Day Pass Ticket,Light Rail,6
Feb-19,Day Pass Ticket,Ferry,11
Feb-19,Other,Train,299251
Feb-19,Other,Bus,87689
Feb-19,Other,Light Rail,1354
Feb-19,Other,Ferry,4613
Feb-19,Free Opal,Train,32805
Feb-19,Free Opal,Bus,40466
Feb-19,Free Opal,Light Rail,1147
Feb-19,Free Opal,Ferry,2254
Feb-19,Other,Bus,8098
Feb-19,Other,Bus,0
Feb-19,School Opal,Train,1203113
Feb-19,School Opal,Bus,3034805
Feb-19,School Opal,Light Rail,8614
Feb-19,School Opal,Ferry,3433
Feb-19,Gold Opal,Train,2837854
Feb-19,Gold Opal,Bus,4130053
Feb-19,Gold Opal,Light Rail,164339
Feb-19,Gold Opal,Ferry,191521
Feb-19,Opal Single Ticket,Ferry,45285
Feb-19,Opal Single Ticket,Ferry,6282
Feb-19,Opal Single Ticket,Light Rail,2796
Feb-19,Opal Single Ticket,Light Rail,580
Feb-19,Opal Single Ticket,Train,235026
Feb-19,Opal Single Ticket,Train,39201
Mar-19,Adult,Train,26870901
Mar-19,Adult,Bus,16865038
Mar-19,Adult,Light Rail,696793
Mar-19,Adult,Ferry,891646
Mar-19,Adult,Bus,104426
Mar-19,Adult,Bus,56005
